date, temperature, precipitation, snow accumulate, switch
----- day 1 -----
2017-01-28 10:14:00, -4.8, 0.0, 0.0, off
2017-01-28 10:18:00, -4.8, 0.0, 0.0, off
2017-01-28 10:24:00, -4.9, 0.0, 0.0, off
2017-01-28 10:28:00, -4.9, 0.0, 0.0, off
2017-01-28 10:34:00, -4.9, 0.004, 0.0112011551043, off
2017-01-28 10:38:00, -4.9, 0.004, 0.0252790468871, off
2017-01-28 10:44:00, -5.0, 0.004, 0.0405092377418, off
2017-01-28 10:48:00, -5.0, 0.004, 0.0562152916883, off
2017-01-28 10:54:00, -4.9, 0.004, 0.0720985997288, on
2017-01-28 10:58:00, -4.9, 0.004, 0.0472446207819, on
2017-01-28 11:04:00, -4.8, 0.004, 0.00599734802192, off
2017-01-28 11:08:00, -4.8, 0.004, 0.0, off
2017-01-28 11:14:00, -4.6, 0.004, 0.0066755953682, off
2017-01-28 11:18:00, -4.6, 0.004, 0.0189675403137, off
2017-01-28 11:24:00, -4.6, 0.004, 0.033514026819, off
2017-01-28 11:28:00, -4.6, 0.004, 0.0489888593682, off
2017-01-28 11:34:00, -4.4, 0.004, 0.0648516535797, off
2017-01-28 11:38:00, -4.4, 0.004, 0.0808516535797, on
2017-01-28 11:44:00, -4.6, 0.004, 0.0559964120333, on
2017-01-28 11:48:00, -4.6, 0.004, 0.014616542791, on
2017-01-28 11:54:00, -4.5, 0.004, 0.0, off
2017-01-28 11:58:00, -4.5, 0.004, 0.0, off
2017-01-28 12:04:00, -4.3, 0.004, 0.00551667971185, off
2017-01-28 12:08:00, -4.3, 0.004, 0.017305733567, off
2017-01-28 12:14:00, -4.3, 0.004, 0.0316557166728, off
2017-01-28 12:18:00, -4.3, 0.004, 0.0470430023653, off
2017-01-28 12:24:00, -4.0, 0.004, 0.0628276693762, off
2017-01-28 12:28:00, -4.0, 0.004, 0.0787884378924, on
2017-01-28 12:34:00, -4.1, 0.004, 0.0539357496609, on
2017-01-28 12:38:00, -4.1, 0.004, 0.0125636422241, on
2017-01-28 12:44:00, -4.0, 0.004, 0.0, off
2017-01-28 12:48:00, -4.0, 0.004, 0.0, off
2017-01-28 12:54:00, -4.1, 0.004, 0.00555432791037, off
2017-01-28 12:58:00, -4.1, 0.004, 0.017380921067, off
2017-01-28 13:04:00, -4.2, 0.004, 0.0317785265619, off
2017-01-28 13:08:00, -4.2, 0.004, 0.0472132555825, off
2017-01-28 13:14:00, -4.2, 0.004, 0.0630519979318, off
2017-01-28 13:18:00, -4.2, 0.004, 0.0790519979318, on
2017-01-28 13:24:00, -4.2, 0.004, 0.0543718875874, on
2017-01-28 13:28:00, -4.2, 0.004, 0.0131723722533, on
2017-01-28 13:34:00, -4.2, 0.004, 0.0, off
2017-01-28 13:38:00, -4.2, 0.004, 0.0, off
2017-01-28 13:44:00, -4.2, 0.004, 0.00548191230842, off
2017-01-28 13:48:00, -4.2, 0.004, 0.0172360866877, off
2017-01-28 13:54:00, -4.2, 0.004, 0.0316750306695, off
2017-01-28 13:58:00, -4.2, 0.004, 0.0471510991966, off
2017-01-28 14:04:00, -4.3, 0.004, 0.0629687317535, off
2017-01-28 14:08:00, -4.3, 0.004, 0.0789617461092, on
2017-01-28 14:14:00, -4.3, 0.004, 0.0542981002752, on
2017-01-28 14:18:00, -4.3, 0.004, 0.0131143709861, on
2017-01-28 14:24:00, -4.2, 0.004, 0.0, off
2017-01-28 14:28:00, -4.2, 0.004, 0.0, off
2017-01-28 14:34:00, -4.5, 0.004, 0.00568888968736, off
2017-01-28 14:38:00, -4.5, 0.004, 0.017649432257, off
2017-01-28 14:44:00, -4.4, 0.004, 0.0320611247588, off
2017-01-28 14:48:00, -4.4, 0.004, 0.0475092163548, off
2017-01-28 14:54:00, -4.4, 0.004, 0.0632793602728, off
2017-01-28 14:58:00, -4.4, 0.004, 0.0792249664596, on
2017-01-28 15:04:00, -4.5, 0.004, 0.0544434476235, on
2017-01-28 15:08:00, -4.5, 0.004, 0.0131369913409, on
2017-01-28 15:14:00, -4.4, 0.004, 0.0, off
2017-01-28 15:18:00, -4.4, 0.004, 0.0, off
2017-01-28 15:24:00, -4.4, 0.004, 0.0056758764519, off
2017-01-28 15:28:00, -4.4, 0.004, 0.0176210656563, off
2017-01-28 15:34:00, -4.4, 0.004, 0.0321370445487, off
2017-01-28 15:38:00, -4.4, 0.004, 0.0475284563583, off
2017-01-28 15:44:00, -4.5, 0.004, 0.0633453624229, off
2017-01-28 15:48:00, -4.5, 0.004, 0.0793305658216, on
2017-01-28 15:54:00, -4.6, 0.004, 0.0545639559723, on
2017-01-28 15:58:00, -4.6, 0.004, 0.0132718099662, on
2017-01-28 16:04:00, -4.7, 0.004, 0.0, off
2017-01-28 16:08:00, -4.7, 0.004, 0.0, off
2017-01-28 16:14:00, -4.6, 0.004, 0.00580328046995, off
2017-01-28 16:18:00, -4.6, 0.004, 0.0178742588007, off
2017-01-28 16:24:00, -4.6, 0.004, 0.0324814263689, off
2017-01-28 16:28:00, -4.6, 0.004, 0.0479944371068, off
2017-01-28 16:34:00, -4.6, 0.004, 0.0639250871347, off
2017-01-28 16:38:00, -4.6, 0.004, 0.0799250871347, on
2017-01-28 16:44:00, -4.6, 0.004, 0.0552897816778, on
2017-01-28 16:48:00, -4.6, 0.004, 0.0141231758926, on
2017-01-28 16:54:00, -4.6, 0.004, 0.0, off
2017-01-28 16:58:00, -4.6, 0.004, 0.0, off
2017-01-28 17:04:00, -4.6, 0.004, 0.00603228282152, off
2017-01-28 17:08:00, -4.6, 0.004, 0.0183306477148, off
2017-01-28 17:14:00, -4.7, 0.004, 0.0331760989664, off
2017-01-28 17:18:00, -4.7, 0.004, 0.0490522879734, off
2017-01-28 17:24:00, -4.5, 0.004, 0.0650522879734, off
2017-01-28 17:28:00, -4.5, 0.004, 0.0810522879734, on
2017-01-28 17:34:00, -4.5, 0.004, 0.0565226943267, on
2017-01-28 17:38:00, -4.5, 0.004, 0.0154574777828, on
2017-01-28 17:44:00, -4.4, 0.004, 0.0, off
2017-01-28 17:48:00, -4.4, 0.004, 0.0, off
2017-01-28 17:54:00, -4.5, 0.004, 0.00596568664984, off
2017-01-28 17:58:00, -4.5, 0.004, 0.0181974510976, off
2017-01-28 18:04:00, -4.5, 0.004, 0.0331179274426, off
2017-01-28 18:08:00, -4.5, 0.004, 0.0490688244807, off
2017-01-28 18:14:00, -4.5, 0.004, 0.0650688244807, off
2017-01-28 18:18:00, -4.5, 0.004, 0.0810688244807, on
2017-01-28 18:24:00, -4.2, 0.0, 0.0406139412916, on
2017-01-28 18:28:00, -4.2, 0.0, 0.0, off
2017-01-28 18:34:00, -3.8, 0.0, 0.0, off
2017-01-28 18:38:00, -3.8, 0.0, 0.0, off
2017-01-28 18:44:00, -3.5, 0.0, 0.0, off
2017-01-28 18:48:00, -3.5, 0.0, 0.0, off
2017-01-28 18:54:00, -3.4, 0.0, 0.0, off
2017-01-28 18:58:00, -3.4, 0.0, 0.0, off
2017-01-28 19:04:00, -3.4, 0.0, 0.0, off
2017-01-28 19:08:00, -3.4, 0.0, 0.0, off
2017-01-28 19:14:00, -3.4, 0.0, 0.0, off
2017-01-28 19:18:00, -3.4, 0.0, 0.0, off
2017-01-28 19:24:00, -3.3, 0.0, 0.0, off
2017-01-28 19:28:00, -3.3, 0.0, 0.0, off
2017-01-28 19:34:00, -3.3, 0.0, 0.0, off
2017-01-28 19:38:00, -3.3, 0.0, 0.0, off
2017-01-28 19:44:00, -3.2, 0.0, 0.0, off
2017-01-28 19:48:00, -3.2, 0.0, 0.0, off
2017-01-28 19:54:00, -3.2, 0.0, 0.0, off
2017-01-28 19:58:00, -3.2, 0.0, 0.0, off
2017-01-28 20:04:00, -3.0, 0.0, 0.0, off
2017-01-28 20:08:00, -3.0, 0.0, 0.0, off
2017-01-28 20:14:00, -3.0, 0.0, 0.0, off
2017-01-28 20:18:00, -3.0, 0.0, 0.0, off
2017-01-28 20:24:00, -3.0, 0.0, 0.0, off
2017-01-28 20:28:00, -3.0, 0.0, 0.0, off
2017-01-28 20:34:00, -3.0, 0.0, 0.0, off
2017-01-28 20:38:00, -3.0, 0.0, 0.0, off
2017-01-28 20:44:00, -3.1, 0.0, 0.0, off
2017-01-28 20:48:00, -3.1, 0.0, 0.0, off
2017-01-28 20:54:00, -3.2, 0.0, 0.0, off
2017-01-28 20:58:00, -3.2, 0.0, 0.0, off
2017-01-28 21:04:00, -2.9, 0.0, 0.0, off
2017-01-28 21:08:00, -2.9, 0.0, 0.0, off
2017-01-28 21:14:00, -2.9, 0.0, 0.0, off
2017-01-28 21:18:00, -2.9, 0.0, 0.0, off
2017-01-28 21:24:00, -2.9, 0.0, 0.0, off
2017-01-28 21:28:00, -2.9, 0.0, 0.0, off
2017-01-28 21:34:00, -3.0, 0.0, 0.0, off
2017-01-28 21:38:00, -3.0, 0.0, 0.0, off
2017-01-28 21:44:00, -3.0, 0.0, 0.0, off
