date, temperature, precipitation, snow accumulate, switch
----- day 1 -----
2017-01-28 10:12:00, -4.8, 0.0, 0.0, off
2017-01-28 10:14:00, -4.8, 0.0, 0.0, off
2017-01-28 10:16:00, -4.8, 0.0, 0.0, off
2017-01-28 10:18:00, -4.8, 0.0, 0.0, off
2017-01-28 10:20:00, -4.8, 0.0, 0.0, off
2017-01-28 10:22:00, -4.9, 0.0, 0.0, off
2017-01-28 10:24:00, -4.9, 0.0, 0.0, off
2017-01-28 10:26:00, -4.9, 0.0, 0.0, off
2017-01-28 10:28:00, -4.9, 0.0, 0.0, off
2017-01-28 10:30:00, -4.9, 0.0, 0.0, off
2017-01-28 10:32:00, -4.9, 0.004, 0.0065388855988, off
2017-01-28 10:34:00, -4.9, 0.004, 0.0138892792363, off
2017-01-28 10:36:00, -4.9, 0.004, 0.0216066450397, off
2017-01-28 10:38:00, -4.9, 0.004, 0.0294901463828, off
2017-01-28 10:40:00, -4.9, 0.004, 0.0374490387148, off
2017-01-28 10:42:00, -5.0, 0.004, 0.0454346602556, off
2017-01-28 10:44:00, -5.0, 0.004, 0.0534346602556, off
2017-01-28 10:46:00, -5.0, 0.004, 0.0614346602556, on
2017-01-28 10:48:00, -5.0, 0.004, 0.0506254200876, on
2017-01-28 10:50:00, -5.0, 0.004, 0.0313152502735, on
2017-01-28 10:52:00, -4.9, 0.004, 0.00815670529327, off
2017-01-28 10:54:00, -4.9, 0.004, 0.00208629566303, off
2017-01-28 10:56:00, -4.9, 0.004, 0.00373586291632, off
2017-01-28 10:58:00, -4.9, 0.004, 0.00887334073806, off
2017-01-28 11:00:00, -4.9, 0.004, 0.0155868847727, off
2017-01-28 11:02:00, -4.8, 0.004, 0.0230771421876, off
2017-01-28 11:04:00, -4.8, 0.004, 0.0308903117304, off
2017-01-28 11:06:00, -4.8, 0.004, 0.0387716424932, off
2017-01-28 11:08:00, -4.8, 0.004, 0.0467195643422, off
2017-01-28 11:10:00, -4.8, 0.004, 0.054698073563, off
2017-01-28 11:12:00, -4.6, 0.004, 0.0626894249751, on
2017-01-28 11:14:00, -4.6, 0.004, 0.0518653046483, on
2017-01-28 11:16:00, -4.6, 0.004, 0.0325416839575, on
2017-01-28 11:18:00, -4.6, 0.004, 0.00937878050469, off
2017-01-28 11:20:00, -4.6, 0.004, 0.00330424267935, off
2017-01-28 11:22:00, -4.6, 0.004, 0.00494525996508, off
2017-01-28 11:24:00, -4.6, 0.004, 0.0100743050625, off
2017-01-28 11:26:00, -4.6, 0.004, 0.0167795107495, off
2017-01-28 11:28:00, -4.6, 0.004, 0.0241971805751, off
2017-01-28 11:30:00, -4.6, 0.004, 0.0319371281795, off
2017-01-28 11:32:00, -4.4, 0.004, 0.0398227473993, off
2017-01-28 11:34:00, -4.4, 0.004, 0.0477746907523, off
2017-01-28 11:36:00, -4.4, 0.004, 0.0557569682876, off
2017-01-28 11:38:00, -4.4, 0.004, 0.0637533112699, on
2017-01-28 11:40:00, -4.4, 0.004, 0.0529339513842, on
2017-01-28 11:42:00, -4.6, 0.004, 0.0336242792577, on
2017-01-28 11:44:00, -4.6, 0.004, 0.0104750584362, off
2017-01-28 11:46:00, -4.6, 0.004, 0.00441395761624, off
2017-01-28 11:48:00, -4.6, 0.004, 0.00607262770733, off
2017-01-28 11:50:00, -4.6, 0.004, 0.0112189264315, off
2017-01-28 11:52:00, -4.5, 0.004, 0.0179285766746, off
2017-01-28 11:54:00, -4.5, 0.004, 0.0253505224258, off
2017-01-28 11:56:00, -4.5, 0.004, 0.0330945846704, off
2017-01-28 11:58:00, -4.5, 0.004, 0.0409844925479, off
2017-01-28 12:00:00, -4.5, 0.004, 0.0489406081413, off
2017-01-28 12:02:00, -4.3, 0.004, 0.0569406081413, off
2017-01-28 12:04:00, -4.3, 0.004, 0.0649300099648, on
2017-01-28 12:06:00, -4.3, 0.004, 0.0541038016797, on
2017-01-28 12:08:00, -4.3, 0.004, 0.0347779726776, on
2017-01-28 12:10:00, -4.3, 0.004, 0.0116127504338, off
2017-01-28 12:12:00, -4.3, 0.004, 0.0055371747485, off
2017-01-28 12:14:00, -4.3, 0.004, 0.00718154487739, off
2017-01-28 12:16:00, -4.3, 0.004, 0.0123137390757, off
