date, temperature, precipitation, snow accumulate, switch
----- day 1 -----
2017-01-28 10:13:00, -4.8, 0.0, 0.0, off
2017-01-28 10:16:00, -4.8, 0.0, 0.0, off
2017-01-28 10:19:00, -4.8, 0.0, 0.0, off
2017-01-28 10:23:00, -4.9, 0.0, 0.0, off
2017-01-28 10:26:00, -4.9, 0.0, 0.0, off
2017-01-28 10:29:00, -4.9, 0.0, 0.0, off
2017-01-28 10:33:00, -4.9, 0.004, 0.00899769303557, off
2017-01-28 10:36:00, -4.9, 0.004, 0.0197483994245, off
2017-01-28 10:39:00, -4.9, 0.004, 0.0312393298808, off
2017-01-28 10:43:00, -5.0, 0.004, 0.0430316055552, off
2017-01-28 10:46:00, -5.0, 0.004, 0.0549571008001, off
2017-01-28 10:49:00, -5.0, 0.004, 0.0669397197295, on
2017-01-28 10:53:00, -4.9, 0.004, 0.0491574770407, on
2017-01-28 10:56:00, -4.9, 0.004, 0.0188275368242, off
2017-01-28 10:59:00, -4.9, 0.004, 0.0129832040804, off
2017-01-28 11:03:00, -4.8, 0.004, 0.0175623544013, off
2017-01-28 11:06:00, -4.8, 0.004, 0.0265002168737, off
2017-01-28 11:09:00, -4.8, 0.004, 0.0371609142734, off
2017-01-28 11:13:00, -4.6, 0.004, 0.0485964262008, off
2017-01-28 11:16:00, -4.6, 0.004, 0.0603608722524, off
2017-01-28 11:19:00, -4.6, 0.004, 0.0722651774169, on
2017-01-28 11:23:00, -4.6, 0.004, 0.0545580388783, on
2017-01-28 11:26:00, -4.6, 0.004, 0.0242053489343, on
2017-01-28 11:29:00, -4.6, 0.004, 0.0, off
2017-01-28 11:33:00, -4.4, 0.004, 0.0, off
2017-01-28 11:36:00, -4.4, 0.004, 0.00359666955835, off
2017-01-28 11:39:00, -4.4, 0.004, 0.0120968310458, off
2017-01-28 11:43:00, -4.6, 0.004, 0.0227103660529, off
2017-01-28 11:46:00, -4.6, 0.004, 0.034198840168, off
2017-01-28 11:49:00, -4.6, 0.004, 0.0460581827846, off
2017-01-28 11:53:00, -4.5, 0.004, 0.0580074111668, off
2017-01-28 11:56:00, -4.5, 0.004, 0.0700074111668, on
2017-01-28 11:59:00, -4.5, 0.004, 0.0522788233582, on
2017-01-28 12:03:00, -4.3, 0.004, 0.0220077332349, on
2017-01-28 12:06:00, -4.3, 0.004, 0.0, off
2017-01-28 12:09:00, -4.3, 0.004, 0.0, off
2017-01-28 12:13:00, -4.3, 0.004, 0.00357792004736, off
2017-01-28 12:16:00, -4.3, 0.004, 0.012059695881, off
2017-01-28 12:19:00, -4.3, 0.004, 0.0226120586244, off
2017-01-28 12:23:00, -4.0, 0.004, 0.0340194543858, off
2017-01-28 12:26:00, -4.0, 0.004, 0.0457982473046, off
2017-01-28 12:29:00, -4.0, 0.004, 0.0577358515632, off
2017-01-28 12:33:00, -4.1, 0.004, 0.0696898750739, on
2017-01-28 12:36:00, -4.1, 0.004, 0.0518981889269, on
2017-01-28 12:39:00, -4.1, 0.004, 0.0215621030351, on
2017-01-28 12:43:00, -4.0, 0.004, 0.0, off
2017-01-28 12:46:00, -4.0, 0.004, 0.0, off
2017-01-28 12:49:00, -4.0, 0.004, 0.00358121393416, off
2017-01-28 12:53:00, -4.1, 0.004, 0.012081275828, off
2017-01-28 12:56:00, -4.1, 0.004, 0.0226518188736, off
2017-01-28 12:59:00, -4.1, 0.004, 0.0340978373652, off
2017-01-28 13:03:00, -4.2, 0.004, 0.0459328035206, off
2017-01-28 13:06:00, -4.2, 0.004, 0.0579266316784, off
2017-01-28 13:09:00, -4.2, 0.004, 0.0699266316784, on
2017-01-28 13:13:00, -4.2, 0.004, 0.0522285126352, on
2017-01-28 13:16:00, -4.2, 0.004, 0.021986000753, on
2017-01-28 13:19:00, -4.2, 0.004, 0.0, off
2017-01-28 13:23:00, -4.2, 0.004, 0.0, off
2017-01-28 13:26:00, -4.2, 0.004, 0.00363465586168, off
2017-01-28 13:29:00, -4.2, 0.004, 0.0121730618107, off
2017-01-28 13:33:00, -4.2, 0.004, 0.0226687663253, off
2017-01-28 13:36:00, -4.2, 0.004, 0.0340399423751, off
2017-01-28 13:39:00, -4.2, 0.004, 0.0457825646372, off
2017-01-28 13:43:00, -4.2, 0.004, 0.0577046256186, off
2017-01-28 13:46:00, -4.2, 0.004, 0.0696958836018, on
2017-01-28 13:49:00, -4.2, 0.004, 0.051941429711, on
2017-01-28 13:53:00, -4.2, 0.004, 0.021745474057, on
2017-01-28 13:56:00, -4.2, 0.004, 0.0, off
2017-01-28 13:59:00, -4.2, 0.004, 0.0, off
2017-01-28 14:03:00, -4.3, 0.004, 0.00358530941516, off
2017-01-28 14:06:00, -4.3, 0.004, 0.0120739321403, off
2017-01-28 14:09:00, -4.3, 0.004, 0.0226325859863, off
2017-01-28 14:13:00, -4.3, 0.004, 0.0341316697959, off
2017-01-28 14:16:00, -4.3, 0.004, 0.0460017469674, off
2017-01-28 14:19:00, -4.3, 0.004, 0.0580017469674, off
2017-01-28 14:23:00, -4.2, 0.004, 0.0700017469674, on
2017-01-28 14:26:00, -4.2, 0.004, 0.0523872799188, on
2017-01-28 14:29:00, -4.2, 0.004, 0.0222279920326, on
2017-01-28 14:33:00, -4.5, 0.004, 0.0, off
2017-01-28 14:36:00, -4.5, 0.004, 0.0, off
2017-01-28 14:39:00, -4.5, 0.004, 0.00369728599043, off
2017-01-28 14:43:00, -4.4, 0.004, 0.0122261286819, off
2017-01-28 14:46:00, -4.4, 0.004, 0.022825048976, off
2017-01-28 14:49:00, -4.4, 0.004, 0.0342990355361, off
2017-01-28 14:53:00, -4.4, 0.004, 0.0460677021912, off
2017-01-28 14:56:00, -4.4, 0.004, 0.0579948195885, off
2017-01-28 14:59:00, -4.4, 0.004, 0.0699907236597, on
2017-01-28 15:03:00, -4.5, 0.004, 0.0522573108393, on
2017-01-28 15:06:00, -4.5, 0.004, 0.0219763361447, on
2017-01-28 15:09:00, -4.5, 0.004, 0.0, off
2017-01-28 15:13:00, -4.4, 0.004, 0.0, off
2017-01-28 15:16:00, -4.4, 0.004, 0.0037219550783, off
2017-01-28 15:19:00, -4.4, 0.004, 0.012346004828, off
2017-01-28 15:23:00, -4.4, 0.004, 0.023004407397, off
2017-01-28 15:26:00, -4.4, 0.004, 0.0345365671808, off
2017-01-28 15:29:00, -4.4, 0.004, 0.0463297366577, off
2017-01-28 15:33:00, -4.4, 0.004, 0.0582876670201, off
2017-01-28 15:36:00, -4.4, 0.004, 0.0702876670201, on
2017-01-28 15:39:00, -4.4, 0.004, 0.0525606235315, on
2017-01-28 15:43:00, -4.5, 0.004, 0.0222915749307, on
2017-01-28 15:46:00, -4.5, 0.004, 0.0, off
2017-01-28 15:49:00, -4.5, 0.004, 0.0, off
2017-01-28 15:53:00, -4.6, 0.004, 0.0037105610715, off
2017-01-28 15:56:00, -4.6, 0.004, 0.0123232732271, off
2017-01-28 15:59:00, -4.6, 0.004, 0.0230048236295, off
2017-01-28 16:03:00, -4.7, 0.004, 0.0346741945842, off
2017-01-28 16:06:00, -4.7, 0.004, 0.0465972250355, off
2017-01-28 16:09:00, -4.7, 0.004, 0.0585972250355, off
2017-01-28 16:13:00, -4.6, 0.004, 0.0705972250355, on
2017-01-28 16:16:00, -4.6, 0.004, 0.052953796418, on
2017-01-28 16:19:00, -4.6, 0.004, 0.0227600582786, on
2017-01-28 16:23:00, -4.6, 0.004, 0.0, off
2017-01-28 16:26:00, -4.6, 0.004, 0.0, off
2017-01-28 16:29:00, -4.6, 0.004, 0.00377804259118, off
2017-01-28 16:33:00, -4.6, 0.004, 0.0124673467163, off
2017-01-28 16:36:00, -4.6, 0.004, 0.0232245039738, off
2017-01-28 16:39:00, -4.6, 0.004, 0.0348544805238, off
2017-01-28 16:43:00, -4.6, 0.004, 0.0468544805238, off
2017-01-28 16:46:00, -4.6, 0.004, 0.0588544805238, off
2017-01-28 16:49:00, -4.6, 0.004, 0.0708544805238, on
2017-01-28 16:53:00, -4.6, 0.004, 0.053252394737, on
2017-01-28 16:56:00, -4.6, 0.004, 0.023097862292, on
2017-01-28 16:59:00, -4.6, 0.004, 0.0, off
2017-01-28 17:03:00, -4.6, 0.004, 0.0, off
2017-01-28 17:06:00, -4.6, 0.004, 0.00395483084105, off
2017-01-28 17:09:00, -4.6, 0.004, 0.012809943863, off
2017-01-28 17:13:00, -4.7, 0.004, 0.0237363577206, off
2017-01-28 17:16:00, -4.7, 0.004, 0.0355346565296, off
2017-01-28 17:19:00, -4.7, 0.004, 0.0475346565296, off
2017-01-28 17:23:00, -4.5, 0.004, 0.0595346565296, off
2017-01-28 17:26:00, -4.5, 0.004, 0.0715346565296, on
2017-01-28 17:29:00, -4.5, 0.004, 0.054024290464, on
2017-01-28 17:33:00, -4.5, 0.004, 0.0239374969221, on
2017-01-28 17:36:00, -4.5, 0.004, 0.0, off
2017-01-28 17:39:00, -4.5, 0.004, 0.0, off
