year, M, D, H, min, temp, vaporP, W peed,  un,  pre, cloud
2016, 12, 24, 12, 10, -3.7, 1.9,   2.0,    1.56, 0.00, 2
2016, 12, 24, 12, 20, -3.4, 1.9,   1.8,    1.56, 0.00, 2
2016, 12, 24, 12, 30, -3.3, 1.9,   1.6,    1.56, 0.00, 2
2016, 12, 24, 12, 40, -3.5, 1.9,   1.1,    1.56, 0.00, 2
2016, 12, 24, 12, 50, -3.0, 1.9,   1.6,    1.56, 0.00, 2
2016, 12, 24, 13, 00, -3.0, 2.5,   2.3,    1.23, 0.00, 4
2016, 12, 24, 13, 10, -3.1, 2.5,   1.0,    1.23, 0.00, 4
2016, 12, 24, 13, 20, -2.9, 2.5,   1.8,    1.23, 0.00, 4
2016, 12, 24, 13, 30, -2.4, 2.5,   2.5,    1.23, 0.00, 4
2016, 12, 24, 13, 40, -2.2, 2.5,   4.6,    1.23, 0.00, 4
2016, 12, 24, 13, 50, -2.0, 2.5,   3.7,    1.23, 0.00, 4
2016, 12, 24, 14, 00, -2.3, 2.8,   4.2,    0.98, 0.00, 6
2016, 12, 24, 14, 10, -2.7, 2.8,   4.7,    0.98, 0.00, 6
2016, 12, 24, 14, 20, -2.5, 2.8,   3.8,    0.98, 0.00, 6
2016, 12, 24, 14, 30, -2.4, 2.8,   3.2,    0.98, 0.00, 6
2016, 12, 24, 14, 40, -2.5, 2.8,   2.8,    0.98, 0.00, 6
2016, 12, 24, 14, 50, -2.9, 2.8,   3.3,    0.98, 0.00, 6
2016, 12, 24, 15, 00, -2.7, 2.9,   3.1,    0.56, 0.00, 8
2016, 12, 24, 15, 10, -2.6, 2.9,   3.3,    0.56, 0.00, 8
2016, 12, 24, 15, 20, -2.5, 2.9,   2.8,    0.56, 0.00, 8
2016, 12, 24, 15, 30, -2.7, 2.9,   2.4,    0.56, 0.00, 8
2016, 12, 24, 15, 40, -2.9, 2.9,   1.8,    0.56, 0.00, 8
2016, 12, 24, 15, 50, -2.8, 2.9,   3.0,    0.56, 0.00, 8
2016, 12, 24, 16, 00, -2.9, 3.0,   2.1,    0.16, 0.00, 9.5
2016, 12, 24, 16, 10, -2.8, 3.0,   1.5,    0.16, 0.00, 9.5
2016, 12, 24, 16, 20, -2.8, 3.0,   1.8,    0.16, 0.00, 9.5
2016, 12, 24, 16, 30, -3.0, 3.0,   0.6,    0.16, 0.00, 9.5
2016, 12, 24, 16, 40, -3.3, 3.0,   0.7,    0.16, 0.00, 9.5
2016, 12, 24, 16, 50, -2.9, 3.0,   0.5,    0.16, 0.00, 9.5
2016, 12, 24, 17, 00, -3.1, 3.2,   0.6,    0.00, 0.00, 9.5
2016, 12, 24, 17, 10, -3.4, 3.2,   0.5,    0.00, 0.00, 9.5
2016, 12, 24, 17, 20, -3.2, 3.2,   1.0,    0.00, 0.00, 9.5
2016, 12, 24, 17, 30, -3.1, 3.2,   0.8,    0.00, 0.00, 9.5
2016, 12, 24, 17, 40, -3.2, 3.2,   0.6,    0.00, 0.00, 9.5
2016, 12, 24, 17, 50, -3.2, 3.2,   0.8,    0.00, 0.00, 9.5
2016, 12, 24, 18, 00, -3.2, 3.0,   1.0,    0.00, 0.00, 9.5
2016, 12, 24, 18, 10, -3.4, 3.0,   1.6,    0.00, 0.00, 9.5
2016, 12, 24, 18, 20, -3.5, 3.0,   1.7,    0.00, 0.00, 9.5
2016, 12, 24, 18, 30, -3.9, 3.0,   2.1,    0.00, 0.00, 9.5
2016, 12, 24, 18, 40, -3.9, 3.0,   2.2,    0.00, 0.00, 9.5
2016, 12, 24, 18, 50, -3.8, 3.0,   2.1,    0.00, 0.00, 9.5
2016, 12, 24, 19, 00, -3.8, 3.2,   1.1,    0.00, 0.00, 9.5
2016, 12, 24, 19, 10, -3.8, 3.2,   0.9,    0.00, 0.00, 9.5
2016, 12, 24, 19, 20, -3.6, 3.2,   1.0,    0.00, 0.00, 9.5
2016, 12, 24, 19, 30, -3.8, 3.2,   0.8,    0.00, 0.00, 9.5
2016, 12, 24, 19, 40, -3.6, 3.2,   1.3,    0.00, 0.00, 9.5
2016, 12, 24, 19, 50, -3.6, 3.2,   1.0,    0.00, 0.00, 9.5
2016, 12, 24, 20, 00, -3.7, 3.4,   0.9,    0.00, 0.00, 9.5
2016, 12, 24, 20, 10, -3.8, 3.4,   1.6,    0.00, 0.00, 9.5
2016, 12, 24, 20, 20, -3.8, 3.4,   1.5,    0.00, 0.00, 9.5
2016, 12, 24, 20, 30, -3.9, 3.4,   2.0,    0.00, 0.00, 9.5
2016, 12, 24, 20, 40, -4.1, 3.4,   1.9,    0.00, 0.00, 9.5
2016, 12, 24, 20, 50, -4.0, 3.4,   1.4,    0.00, 0.00, 9.5
2016, 12, 24, 21, 00, -4.1, 3.1,   2.2,    0.00, 0.00, 9.5
2016, 12, 24, 21, 10, -4.2, 3.1,   2.7,    0.00, 0.00, 9.5
2016, 12, 24, 21, 20, -4.1, 3.1,   2.0,    0.00, 0.00, 9.5
2016, 12, 24, 21, 30, -4.1, 3.1,   2.0,    0.00, 0.00, 9.5
2016, 12, 24, 21, 40, -4.0, 3.1,   1.1,    0.00, 0.00, 9.5
2016, 12, 24, 21, 50, -3.9, 3.1,   1.2,    0.00, 0.00, 9.5
2016, 12, 24, 22, 00, -3.8, 3.3,   1.1,    0.00, 0.00, 9.5
2016, 12, 24, 22, 10, -3.8, 3.3,   0.7,    0.00, 0.00, 9.5
2016, 12, 24, 22, 20, -3.9, 3.3,   1.5,    0.00, 0.00, 9.5
2016, 12, 24, 22, 30, -3.8, 3.3,   1.7,    0.00, 0.00, 9.5
2016, 12, 24, 22, 40, -4.2, 3.3,   1.4,    0.00, 0.00, 9.5
2016, 12, 24, 22, 50, -4.2, 3.3,   1.3,    0.00, 0.00, 9.5
2016, 12, 24, 23, 00, -4.2, 3.4,   1.2,    0.00, 0.00, 9.5
2016, 12, 24, 23, 10, -5.0, 3.4,   1.3,    0.00, 0.00, 9.5
2016, 12, 24, 23, 20, -5.0, 3.4,   1.0,    0.00, 0.00, 9.5
2016, 12, 24, 23, 30, -5.0, 3.4,   0.9,    0.00, 0.00, 9.5
2016, 12, 24, 23, 40, -4.5, 3.4,   1.1,    0.00, 0.00, 9.5
2016, 12, 24, 23, 50, -4.6, 3.4,   1.1,    0.00, 0.00, 9.5
2016, 12, 25, 0,  00, -4.9, 3.4,   1.5,    0.00, 0.00, 9.5
2016, 12, 25, 0,  10, -4.8, 3.3,   1.4,    0.00, 0.00, 9.5
2016, 12, 25, 0,  20, -4.9, 3.3,   1.3,    0.00, 0.00, 9.5
2016, 12, 25, 0,  30, -5.0, 3.3,   1.7,    0.00, 0.00, 9.5
2016, 12, 25, 0,  40, -5.2, 3.3,   1.4,    0.00, 0.00, 9.5
2016, 12, 25, 0,  50, -4.9, 3.3,   1.4,    0.00, 0.00, 9.5
2016, 12, 25, 1,  00, -4.7, 3.3,   1.8,    0.00, 0.00, 9.5
2016, 12, 25, 1,  10, -4.7, 3.3,   1.5,    0.00, 0.00, 9.5
2016, 12, 25, 1,  20, -4.9, 3.3,   1.3,    0.00, 0.00, 9.5
2016, 12, 25, 1,  30, -4.8, 3.3,   2.1,    0.00, 0.00, 9.5
2016, 12, 25, 1,  40, -4.7, 3.3,   3.4,    0.00, 0.00, 9.5
2016, 12, 25, 1,  50, -4.5, 3.3,   4.2,    0.00, 0.00, 9.5
2016, 12, 25, 2,  00, -4.0, 3.2,   4.4,    0.00, 0.00, 9.5
2016, 12, 25, 2,  10, -3.5, 3.2,   5.5,    0.00, 0.00, 9.5
2016, 12, 25, 2,  20, -3.5, 3.2,   4.7,    0.00, 0.00, 9.5
2016, 12, 25, 2,  30, -2.9, 3.2,   2.3,    0.00, 0.00, 9.5
2016, 12, 25, 2,  40, -3.0, 3.2,   1.4,    0.00, 0.00, 9.5
2016, 12, 25, 2,  50, -3.4, 3.2,   1.6,    0.00, 0.00, 9.5
2016, 12, 25, 3,  00, -2.5, 3.2,   1.2,    0.00, 0.00, 9.5
2016, 12, 25, 3,  10, -2.9, 3.2,   1.4,    0.00, 0.00, 9.5
2016, 12, 25, 3,  20, -2.8, 3.2,   0.4,    0.00, 0.00, 9.5
2016, 12, 25, 3,  30, -3.0, 3.2,   1.1,    0.00, 0.00, 9.5
2016, 12, 25, 3,  40, -2.9, 3.2,   1.1,    0.00, 0.00, 9.5
2016, 12, 25, 3,  50, -2.8, 3.2,   1.4,    0.00, 0.00, 9.5
2016, 12, 25, 4,  00, -2.8, 3.3,   2.0,    0.00, 0.00, 9.5
2016, 12, 25, 4,  10, -2.9, 3.3,   1.7,    0.00, 0.00, 9.5
2016, 12, 25, 4,  20, -3.0, 3.3,   1.6,    0.00, 0.00, 9.5
2016, 12, 25, 4,  30, -3.3, 3.3,   1.4,    0.00, 0.00, 9.5
2016, 12, 25, 4,  40, -3.4, 3.3,   1.2,    0.00, 0.00, 9.5
2016, 12, 25, 4,  50, -3.5, 3.3,   1.2,    0.00, 0.00, 9.5
2016, 12, 25, 5,  00, -3.7, 3.5,   0.7,    0.00, 0.00, 9
2016, 12, 25, 5,  10, -3.5, 3.5,   1.0,    0.00, 0.00, 9
2016, 12, 25, 5,  20, -3.5, 3.5,   1.1,    0.00, 0.00, 9
2016, 12, 25, 5,  30, -3.3, 3.5,   0.9,    0.00, 0.00, 9
2016, 12, 25, 5,  40, -3.5, 3.5,   1.7,    0.00, 0.00, 9
2016, 12, 25, 5,  50, -3.8, 3.5,   1.0,    0.00, 0.00, 9
2016, 12, 25, 6,  00, -3.8, 3.5,   1.0,    0.00, 0.00, 9
2016, 12, 25, 6,  10, -3.8, 3.5,   1.1,    0.00, 0.00, 9
2016, 12, 25, 6,  20, -4.2, 3.5,   1.3,    0.00, 0.00, 9
2016, 12, 25, 6,  30, -4.2, 3.5,   2.0,    0.00, 0.00, 9
2016, 12, 25, 6,  40, -4.8, 3.5,   2.7,    0.00, 0.00, 9
2016, 12, 25, 6,  50, -4.2, 3.5,   1.5,    0.00, 0.00, 9
2016, 12, 25, 7,  00, -4.9, 3.3,   2.3,    0.00, 0.00, 7
2016, 12, 25, 7,  10, -4.7, 3.3,   2.3,    0.00, 0.00, 7
2016, 12, 25, 7,  20, -5.0, 3.3,   0.7,    0.00, 0.00, 7
2016, 12, 25, 7,  30, -5.1, 3.3,   1.1,    0.00, 0.00, 7
2016, 12, 25, 7,  40, -4.4, 3.3,   1.4,    0.00, 0.00, 7
2016, 12, 25, 7,  50, -4.2, 3.3,   1.6,    0.00, 0.00, 7
2016, 12, 25, 8,  00, -4.4, 3.4,   3.3,    0.11, 0.00, 6
2016, 12, 25, 8,  10, -4.1, 3.4,   1.7,    0.11, 0.00, 6
2016, 12, 25, 8,  20, -4.1, 3.4,   1.7,    0.11, 0.00, 6
2016, 12, 25, 8,  30, -3.6, 3.4,   1.8,    0.11, 0.00, 6
2016, 12, 25, 8,  40, -2.8, 3.4,   2.0,    0.11, 0.00, 6
2016, 12, 25, 8,  50, -2.6, 3.4,   1.3,    0.11, 0.00, 6
2016, 12, 25, 9,  00, -2.4, 3.6,   0.8,    0.57, 0.00, 4
2016, 12, 25, 9,  10, -2.4, 3.6,   0.4,    0.57, 0.00, 4
2016, 12, 25, 9,  20, -2.0, 3.6,   0.4,    0.57, 0.00, 4
2016, 12, 25, 9,  30, -2.0, 3.6,   0.5,    0.57, 0.00, 4
2016, 12, 25, 9,  40, -1.8, 3.6,   0.9,    0.57, 0.00, 4
2016, 12, 25, 9,  50, -1.7, 3.6,   1.0,    0.57, 0.00, 4
2016, 12, 25, 10, 00, -1.2, 3.6,   2.6,    0.70, 0.00, 5
2016, 12, 25, 10, 10, -0.4, 3.6,   3.5,    0.70, 0.00, 5
2016, 12, 25, 10, 20,  0.3, 3.6,   4.6,    0.70, 0.00, 5
2016, 12, 25, 10, 30,  0.7, 3.6,   4.5,    0.70, 0.00, 5
2016, 12, 25, 10, 40,  0.9, 3.6,   6.3,    0.70, 0.00, 5
2016, 12, 25, 10, 50,  0.9, 3.6,   4.4,    0.70, 0.00, 5
2016, 12, 25, 11, 00,  0.9, 3.1,   3.9,    1.42, 0.00, 5
2016, 12, 25, 11, 10,  0.8, 3.1,   4.3,    1.42, 0.00, 5
2016, 12, 25, 11, 20,  1.2, 3.1,   4.7,    1.42, 0.00, 5
2016, 12, 25, 11, 30,  1.4, 3.1,   4.4,    1.42, 0.00, 5
2016, 12, 25, 11, 40,  1.4, 3.1,   3.8,    1.42, 0.00, 5
2016, 12, 25, 11, 50,  1.5, 3.1,   4.2,    1.42, 0.00, 5
2016, 12, 25, 12, 00,  1.4, 2.9,   5.4,    1.72, 0.00, 6
2016, 12, 25, 12, 10,  1.5, 2.9,   5.4,    1.72, 0.00, 6
2016, 12, 25, 12, 20,  1.3, 2.9,   4.2,    1.72, 0.00, 6
2016, 12, 25, 12, 30,  1.0, 2.9,   4.1,    1.72, 0.00, 6
2016, 12, 25, 12, 40,  1.1, 2.9,   3.6,    1.72, 0.00, 6
2016, 12, 25, 12, 50,  1.3, 2.9,   4.6,    1.72, 0.00, 6
2016, 12, 25, 13, 00,  1.1, 3.0,   5.4,    1.43, 0.00, 7
2016, 12, 25, 13, 10,  1.2, 3.0,   4.7,    1.43, 0.00, 7
2016, 12, 25, 13, 20,  1.0, 3.0,   4.7,    1.43, 0.00, 7
2016, 12, 25, 13, 30,  0.5, 3.0,   5.4,    1.43, 0.00, 7
2016, 12, 25, 13, 40,  0.8, 3.0,   4.9,    1.43, 0.00, 7
2016, 12, 25, 13, 50,  0.6, 3.0,   5.4,    1.43, 0.00, 7
2016, 12, 25, 14, 00,  0.4, 3.5,   4.6,    1.10, 0.00, 8
2016, 12, 25, 14, 10,  0.3, 3.5,   4.4,    1.10, 0.00, 8
2016, 12, 25, 14, 20,  0.3, 3.5,   3.4,    1.10, 0.00, 8
2016, 12, 25, 14, 30,  0.5, 3.5,   2.4,    1.10, 0.00, 8
2016, 12, 25, 14, 40,  0.7, 3.5,   3.2,    1.10, 0.00, 8
2016, 12, 25, 14, 50,  0.9, 3.5,   1.6,    1.10, 0.00, 8
2016, 12, 25, 15, 00,  0.6, 2.7,   3.1,    0.61, 0.00, 9
2016, 12, 25, 15, 10,  0.4, 2.7,   2.6,    0.61, 0.00, 9
2016, 12, 25, 15, 20,  0.6, 2.7,   3.1,    0.61, 0.00, 9
2016, 12, 25, 15, 30,  0.0, 2.7,   3.2,    0.61, 0.00, 9
2016, 12, 25, 15, 40,  0.1, 2.7,   3.0,    0.61, 0.00, 9
2016, 12, 25, 15, 50,  0.2, 2.7,   3.5,    0.61, 0.00, 9
2016, 12, 25, 16, 00,  0.0, 2.3,   4.8,    0.28, 0.00, 9.5
2016, 12, 25, 16, 10, -0.1, 2.3,   4.1,    0.28, 0.00, 9.5
2016, 12, 25, 16, 20, -0.2, 2.3,   4.4,    0.28, 0.00, 9.5
2016, 12, 25, 16, 30, -0.8, 2.3,   2.8,    0.28, 0.00, 9.5
2016, 12, 25, 16, 40, -0.9, 2.3,   1.8,    0.28, 0.00, 9.5
2016, 12, 25, 16, 50, -0.7, 2.3,   3.0,    0.28, 0.00, 9.5
2016, 12, 25, 17, 00, -1.1, 2.7,   2.6,    0.00, 0.00, 8
2016, 12, 25, 17, 10, -1.1, 2.7,   2.6,    0.00, 0.00, 8
2016, 12, 25, 17, 20, -1.6, 2.7,   2.9,    0.00, 0.00, 8
2016, 12, 25, 17, 30, -1.2, 2.7,   2.6,    0.00, 0.00, 8
2016, 12, 25, 17, 40, -0.9, 2.7,   1.7,    0.00, 0.00, 8
2016, 12, 25, 17, 50, -1.6, 2.7,   1.2,    0.00, 0.00, 8
2016, 12, 25, 18, 00, -1.8, 2.9,   1.6,    0.00, 0.00, 8
2016, 12, 25, 18, 10, -1.9, 2.9,   3.3,    0.00, 0.00, 8
2016, 12, 25, 18, 20, -2.0, 2.9,   3.5,    0.00, 0.00, 8
2016, 12, 25, 18, 30, -2.0, 2.9,   3.3,    0.00, 0.00, 8
2016, 12, 25, 18, 40, -3.2, 2.9,   3.1,    0.00, 0.00, 8
2016, 12, 25, 18, 50, -2.1, 2.9,   2.6,    0.00, 0.00, 8
2016, 12, 25, 19, 00, -3.4, 2.9,   2.2,    0.00, 0.00, 8
2016, 12, 25, 19, 10, -3.0, 2.9,   2.0,    0.00, 0.00, 8
2016, 12, 25, 19, 20, -2.8, 2.9,   1.4,    0.00, 0.00, 8
2016, 12, 25, 19, 30, -3.5, 2.9,   1.5,    0.00, 0.00, 8
2016, 12, 25, 19, 40, -4.0, 2.9,   2.4,    0.00, 0.00, 8
2016, 12, 25, 19, 50, -3.6, 2.9,   1.4,    0.00, 0.00, 8
2016, 12, 25, 20, 00, -3.8, 3.1,   2.2,    0.00, 0.00, 9
2016, 12, 25, 20, 10, -4.0, 3.1,   2.4,    0.00, 0.00, 9
2016, 12, 25, 20, 20, -3.7, 3.1,   2.5,    0.00, 0.00, 9
2016, 12, 25, 20, 30, -4.1, 3.1,   2.1,    0.00, 0.00, 9
2016, 12, 25, 20, 40, -4.4, 3.1,   1.4,    0.00, 0.00, 9
2016, 12, 25, 20, 50, -4.4, 3.1,   2.1,    0.00, 0.00, 9
2016, 12, 25, 21, 00, -4.3, 3.2,   2.4,    0.00, 0.00, 9
2016, 12, 25, 21, 10, -4.0, 3.2,   2.3,    0.00, 0.00, 9
2016, 12, 25, 21, 20, -4.3, 3.2,   2.3,    0.00, 0.00, 9
2016, 12, 25, 21, 30, -3.9, 3.2,   1.8,    0.00, 0.00, 9
2016, 12, 25, 21, 40, -4.2, 3.2,   3.3,    0.00, 0.00, 9
2016, 12, 25, 21, 50, -4.0, 3.2,   3.8,    0.00, 0.00, 9
2016, 12, 25, 22, 00, -4.2, 3.0,   3.6,    0.00, 0.00, 9
2016, 12, 25, 22, 10, -3.9, 3.0,   2.9,    0.00, 0.00, 9
2016, 12, 25, 22, 20, -4.2, 3.0,   2.6,    0.00, 0.00, 9
2016, 12, 25, 22, 30, -4.3, 3.0,   2.7,    0.00, 0.00, 9
2016, 12, 25, 22, 40, -4.6, 3.0,   3.4,    0.00, 0.00, 9
2016, 12, 25, 22, 50, -3.8, 3.0,   3.8,    0.00, 0.00, 9
2016, 12, 25, 23, 00, -4.0, 3.1,   4.3,    0.00, 0.00, 9
2016, 12, 25, 23, 10, -3.7, 3.1,   4.5,    0.00, 0.00, 9
2016, 12, 25, 23, 20, -3.0, 3.1,   3.8,    0.00, 0.00, 9
2016, 12, 25, 23, 30, -3.2, 3.1,   4.3,    0.00, 0.00, 9
2016, 12, 25, 23, 40, -3.5, 3.1,   4.2,    0.00, 0.00, 9
2016, 12, 25, 23, 50, -2.9, 3.1,   3.7,    0.00, 0.00, 9
2016, 12, 26, 0,  00, -2.8, 3.3,   3.8,    0.00, 0.00, 9
2016, 12, 26, 0,  10, -2.5, 3.3,   3.7,    0.00, 0.00, 9
2016, 12, 26, 0,  20, -2.6, 3.3,   3.7,    0.00, 0.00, 9
2016, 12, 26, 0,  30, -1.9, 3.3,   4.2,    0.00, 0.00, 9
2016, 12, 26, 0,  40, -2.1, 3.3,   4.1,    0.00, 0.00, 9
2016, 12, 26, 0,  50, -1.8, 3.3,   3.2,    0.00, 0.00, 9
2016, 12, 26, 1,  00, -1.7, 3.3,   2.8,    0.00, 0.00, 9.5
2016, 12, 26, 1,  10, -1.8, 3.3,   3.8,    0.00, 0.00, 9.5
2016, 12, 26, 1,  20, -1.2, 3.3,   3.6,    0.00, 0.00, 9.5
2016, 12, 26, 1,  30, -0.9, 3.3,   4.6,    0.00, 0.00, 9.5
2016, 12, 26, 1,  40, -0.4, 3.3,   4.6,    0.00, 0.00, 9.5
2016, 12, 26, 1,  50, -0.4, 3.3,   5.1,    0.00, 0.00, 9.5
2016, 12, 26, 2,  00, -0.7, 3.4,   4.5,    0.00, 0.00, 9.5
2016, 12, 26, 2,  10, -0.9, 3.4,   2.9,    0.00, 0.00, 9.5
2016, 12, 26, 2,  20, -1.0, 3.4,   1.6,    0.00, 0.00, 9.5
2016, 12, 26, 2,  30, -0.7, 3.4,   2.7,    0.00, 0.00, 9.5
2016, 12, 26, 2,  40, -1.1, 3.4,   1.0,    0.00, 0.00, 9.5
2016, 12, 26, 2,  50, -1.3, 3.4,   1.6,    0.00, 0.00, 9.5
2016, 12, 26, 3,  00, -1.4, 3.8,   1.4,    0.00, 0.00, 9.5
2016, 12, 26, 3,  10, -1.7, 3.8,   1.0,    0.00, 0.00, 9.5
2016, 12, 26, 3,  20, -1.4, 3.8,   2.0,    0.00, 0.00, 9.5
2016, 12, 26, 3,  30, -1.2, 3.8,   2.1,    0.00, 0.00, 9.5
2016, 12, 26, 3,  40, -1.1, 3.8,   3.1,    0.00, 0.00, 9.5
2016, 12, 26, 3,  50, -0.7, 3.8,   2.9,    0.00, 0.00, 9.5
2016, 12, 26, 4,  00, -0.7, 3.9,   2.7,    0.00, 0.00, 9.5
2016, 12, 26, 4,  10, -0.5, 3.9,   4.0,    0.00, 0.00, 9.5
2016, 12, 26, 4,  20, -0.2, 3.9,   4.1,    0.00, 0.00, 9.5
2016, 12, 26, 4,  30,  1.1, 3.9,   3.7,    0.00, 0.00, 9.5
2016, 12, 26, 4,  40,  1.3, 3.9,   4.4,    0.00, 0.00, 9.5
2016, 12, 26, 4,  50,  1.3, 3.9,   3.9,    0.00, 0.00, 9.5
2016, 12, 26, 5,  00,  1.1, 4.2,   4.8,    0.00, 0.00, 9.5
2016, 12, 26, 5,  10,  1.0, 4.2,   4.6,    0.00, 0.00, 9.5
2016, 12, 26, 5,  20,  0.9, 4.2,   3.6,    0.00, 0.00, 9.5
2016, 12, 26, 5,  30,  1.2, 4.2,   4.5,    0.00, 0.00, 9.5
2016, 12, 26, 5,  40,  1.2, 4.2,   5.9,    0.00, 0.00, 9.5
2016, 12, 26, 5,  50,  1.2, 4.2,   5.7,    0.00, 0.00, 9.5
2016, 12, 26, 6,  00,  1.5, 4.3,   5.9,    0.00, 0.00, 9.5
2016, 12, 26, 6,  10,  1.6, 4.3,   6.1,    0.00, 0.00, 9.5
2016, 12, 26, 6,  20,  1.4, 4.3,   4.8,    0.00, 0.00, 9.5
2016, 12, 26, 6,  30,  1.2, 4.3,   3.3,    0.00, 0.00, 9.5
2016, 12, 26, 6,  40,  1.3, 4.3,   3.7,    0.00, 0.00, 9.5
2016, 12, 26, 6,  50,  1.8, 4.3,   4.4,    0.00, 0.00, 9.5
2016, 12, 26, 7,  00,  1.7, 4.6,   4.9,    0.00, 0.00, 9.5
2016, 12, 26, 7,  10,  2.1, 4.6,   6.1,    0.00, 0.00, 9.5
2016, 12, 26, 7,  20,  2.5, 4.6,   5.7,    0.00, 0.00, 9.5
2016, 12, 26, 7,  30,  2.4, 4.6,   4.9,    0.00, 0.00, 9.5
2016, 12, 26, 7,  40,  2.6, 4.6,   4.7,    0.00, 0.00, 9.5
2016, 12, 26, 7,  50,  2.5, 4.6,   3.4,    0.00, 0.00, 9.5
2016, 12, 26, 8,  00,  2.2, 4.6,   3.3,    0.00, 0.00, 9.5
2016, 12, 26, 8,  10,  2.2, 4.6,   3.4,    0.00, 0.00, 9.5
2016, 12, 26, 8,  20,  2.2, 4.6,   3.4,    0.00, 0.00, 9.5
2016, 12, 26, 8,  30,  2.6, 4.6,   3.2,    0.00, 0.00, 9.5
2016, 12, 26, 8,  40,  3.4, 4.6,   4.8,    0.00, 0.00, 9.5
2016, 12, 26, 8,  50,  3.8, 4.6,   4.7,    0.00, 0.00, 9.5
2016, 12, 26, 9,  00,  3.7, 4.9,   3.6,    0.00, 0.00, 9.5
2016, 12, 26, 9,  10,  3.5, 4.9,   4.0,    0.00, 0.00, 9.5
2016, 12, 26, 9,  20,  3.7, 4.9,   6.1,    0.00, 0.00, 9.5
2016, 12, 26, 9,  30,  3.8, 4.9,   7.3,    0.00, 0.00, 9.5
2016, 12, 26, 9,  40,  3.9, 4.9,   7.1,    0.00, 0.00, 9.5
2016, 12, 26, 9,  50,  4.1, 4.9,   7.4,    0.00, 0.06, 9.5
2016, 12, 26, 10, 00,  4.1, 5.2,   8.3,    0.40, 0.06, 9.5
2016, 12, 26, 10, 10,  4.2, 5.2,   7.8,    0.40, 0.06, 9.5
2016, 12, 26, 10, 20,  4.5, 5.2,   7.6,    0.40, 0.06, 9.5
2016, 12, 26, 10, 30,  4.1, 5.2,   7.5,    0.40, 0.06, 9.5
2016, 12, 26, 10, 40,  3.9, 5.2,   7.0,    0.40, 0.06, 9.5
2016, 12, 26, 10, 50,  4.1, 5.2,   7.4,    0.40, 0.06, 9.5
2016, 12, 26, 11, 00,  4.5, 5.6,   6.6,    0.00, 0.06, 9.5
2016, 12, 26, 11, 10,  4.5, 5.6,   5.8,    0.00, 0.06, 9.5
2016, 12, 26, 11, 20,  4.8, 5.6,   5.4,    0.00, 0.06, 9.5
2016, 12, 26, 11, 30,  4.8, 5.6,   6.6,    0.00, 0.06, 9.5
2016, 12, 26, 11, 40,  4.9, 5.6,   6.9,    0.00, 0.06, 9.5
2016, 12, 26, 11, 50,  5.1, 5.6,   6.6,    0.00, 0.06, 9.5
2016, 12, 26, 12, 00,  5.5, 5.7,   6.0,    0.10, 0.06, 9.5
2016, 12, 26, 12, 10,  5.5, 5.7,   4.9,    0.10, 0.06, 9.5
2016, 12, 26, 12, 20,  5.6, 5.7,   4.3,    0.10, 0.06, 9.5
2016, 12, 26, 12, 30,  5.4, 5.7,   4.5,    0.10, 0.06, 9.5
2016, 12, 26, 12, 40,  5.1, 5.7,   3.8,    0.10, 0.06, 9.5
2016, 12, 26, 12, 50,  4.9, 5.7,   2.7,    0.10, 0.06, 9.5
2016, 12, 26, 13, 00,  5.0, 6.5,   2.0,    0.00, 0.06, 9.5
2016, 12, 26, 13, 10,  4.3, 6.5,   1.9,    0.00, 0.06, 9.5
2016, 12, 26, 13, 20,  4.5, 6.5,   3.0,    0.00, 0.06, 9.5
2016, 12, 26, 13, 30,  2.6, 6.5,   6.3,    0.00, 0.06, 9.5
2016, 12, 26, 13, 40,  1.8, 6.5,   5.6,    0.00, 0.06, 9.5
2016, 12, 26, 13, 50,  1.4, 6.5,   3.7,    0.00, 0.06, 9.5
2016, 12, 26, 14, 00,  1.2, 6.0,   2.4,    0.00, 0.06, 10
2016, 12, 26, 14, 10,  1.0, 6.0,   1.9,    0.00, 0.06, 10
2016, 12, 26, 14, 20,  1.0, 6.0,   2.6,    0.00, 0.06, 10
2016, 12, 26, 14, 30,  1.1, 6.0,   2.7,    0.00, 0.06, 10
2016, 12, 26, 14, 40,  1.0, 6.0,   2.2,    0.00, 0.06, 10
2016, 12, 26, 14, 50,  0.9, 6.0,   1.8,    0.00, 0.06, 10
2016, 12, 26, 15, 00,  1.0, 6.0,   2.3,    0.00, 0.06, 10
2016, 12, 26, 15, 10,  0.9, 6.0,   1.5,    0.00, 0.06, 10
2016, 12, 26, 15, 20,  0.9, 6.0,   2.2,    0.00, 0.06, 10
2016, 12, 26, 15, 30,  0.8, 6.0,   1.8,    0.00, 0.06, 10
2016, 12, 26, 15, 40,  0.9, 6.0,   2.1,    0.00, 0.06, 10
2016, 12, 26, 15, 50,  0.9, 6.0,   1.9,    0.00, 0.06, 10
2016, 12, 26, 16, 00,  0.8, 6.0,   2.2,    0.00, 0.06, 10
2016, 12, 26, 16, 10,  0.7, 6.0,   1.7,    0.00, 0.06, 10
2016, 12, 26, 16, 20,  0.8, 6.0,   1.7,    0.00, 0.06, 10
2016, 12, 26, 16, 30,  0.7, 6.0,   1.9,    0.00, 0.06, 10
2016, 12, 26, 16, 40,  0.7, 6.0,   3.0,    0.00, 0.06, 10
2016, 12, 26, 16, 50,  0.8, 6.0,   2.9,    0.00, 0.06, 10
