year, M, D, H, min, temp, vaporP, W peed,  un,  pre, cloud
2016, 12, 10, 0,  00, -0.4, 5.6,   2.6,    0.00, 0.35, 10
2016, 12, 10, 0,  10, -1.3, 4.0,   1.2,    0.00, 0.35, 9
2016, 12, 10, 0,  20, -1.5, 4.0,   1.2,    0.00, 0.35, 9
2016, 12, 10, 0,  30, -1.6, 4.0,   1.6,    0.00, 0.35, 9
2016, 12, 10, 0,  40, -1.5, 4.0,   1.7,    0.00, 0.35, 9
2016, 12, 10, 0,  50, -1.6, 4.0,   1.0,    0.00, 0.35, 9
2016, 12, 10, 1,  00, -1.6, 4.0,   0.5,    0.00, 0.35, 8
2016, 12, 10, 1,  10, -1.4, 4.0,   1.1,    0.00, 0.35, 8
2016, 12, 10, 1,  20, -1.4, 4.0,   0.7,    0.00, 0.35, 8
2016, 12, 10, 1,  30, -1.6, 4.0,   0.7,    0.00, 0.35, 8
2016, 12, 10, 1,  40, -1.8, 4.0,   0.7,    0.00, 0.35, 8
2016, 12, 10, 1,  50, -1.8, 4.0,   0.4,    0.00, 0.35, 8
2016, 12, 10, 2,  00, -2.0, 4.2,   0.6,    0.00, 0.35, 8
2016, 12, 10, 2,  10, -1.8, 4.2,   1.0,    0.00, 0.35, 8
2016, 12, 10, 2,  20, -1.7, 4.2,   1.0,    0.00, 0.35, 8
2016, 12, 10, 2,  30, -1.7, 4.2,   0.7,    0.00, 0.35, 8
2016, 12, 10, 2,  40, -2.3, 4.2,   0.3,    0.00, 0.35, 8
2016, 12, 10, 2,  50, -2.2, 4.2,   0.5,    0.00, 0.35, 8
2016, 12, 10, 3,  00, -2.0, 4.1,   0.8,    0.00, 0.35, 8
2016, 12, 10, 3,  10, -2.1, 4.1,   1.0,    0.00, 0.35, 8
2016, 12, 10, 3,  20, -2.0, 4.1,   1.3,    0.00, 0.35, 8
2016, 12, 10, 3,  30, -2.2, 4.1,   0.2,    0.00, 0.35, 8
2016, 12, 10, 3,  40, -2.3, 4.1,   0.4,    0.00, 0.35, 8
2016, 12, 10, 3,  50, -2.3, 4.1,   0.5,    0.00, 0.35, 8
2016, 12, 10, 4,  00, -2.2, 4.3,   0.9,    0.00, 0.35, 9
2016, 12, 10, 4,  10, -2.3, 4.3,   1.1,    0.00, 0.35, 9
2016, 12, 10, 4,  20, -1.9, 4.3,   0.9,    0.00, 0.35, 9
2016, 12, 10, 4,  30, -2.4, 4.3,   1.0,    0.00, 0.35, 9
2016, 12, 10, 4,  40, -2.0, 4.3,   1.1,    0.00, 0.35, 9
2016, 12, 10, 4,  50, -2.0, 4.3,   2.7,    0.00, 0.35, 9
2016, 12, 10, 5,  00, -2.1, 4.2,   2.3,    0.00, 0.35, 9
2016, 12, 10, 5,  10, -2.2, 4.2,   1.7,    0.00, 0.35, 9
2016, 12, 10, 5,  20, -2.2, 4.2,   0.6,    0.00, 0.35, 9
2016, 12, 10, 5,  30, -2.1, 4.2,   0.4,    0.00, 0.35, 9
2016, 12, 10, 5,  40, -1.9, 4.2,   0.5,    0.00, 0.35, 9
2016, 12, 10, 5,  50, -2.0, 4.2,   0.8,    0.00, 0.35, 9
2016, 12, 10, 6,  00, -1.6, 4.3,   1.1,    0.00, 0.35, 10
2016, 12, 10, 6,  10, -1.9, 4.3,   0.8,    0.00, 0.35, 10
2016, 12, 10, 6,  20, -1.7, 4.3,   1.4,    0.00, 0.35, 10
2016, 12, 10, 6,  30, -1.7, 4.3,   1.0,    0.00, 0.35, 10
2016, 12, 10, 6,  40, -1.9, 4.3,   0.7,    0.00, 0.35, 10
2016, 12, 10, 6,  50, -1.8, 4.3,   0.9,    0.00, 0.35, 10
2016, 12, 10, 7,  00, -1.8, 4.5,   1.0,    0.00, 0.35, 10
2016, 12, 10, 7,  10, -1.8, 4.5,   1.0,    0.00, 0.35, 10
2016, 12, 10, 7,  20, -1.9, 4.5,   1.2,    0.00, 0.35, 10
2016, 12, 10, 7,  30, -1.8, 4.5,   1.3,    0.00, 0.35, 10
2016, 12, 10, 7,  40, -2.0, 4.5,   1.1,    0.00, 0.35, 10
2016, 12, 10, 7,  50, -2.0, 4.5,   0.7,    0.00, 0.35, 10
2016, 12, 10, 8,  00, -1.8, 4.7,   0.7,    0.03, 0.35, 10
2016, 12, 10, 8,  10, -1.8, 4.7,   1.0,    0.03, 0.35, 10
2016, 12, 10, 8,  20, -1.8, 4.7,   0.7,    0.03, 0.35, 10
2016, 12, 10, 8,  30, -1.7, 4.7,   0.3,    0.03, 0.35, 10
2016, 12, 10, 8,  40, -1.6, 4.7,   0.5,    0.03, 0.35, 10
2016, 12, 10, 8,  50, -1.4, 4.7,   1.1,    0.03, 0.35, 10
2016, 12, 10, 9,  00, -1.4, 5.0,   1.2,    0.11, 0.35, 10
2016, 12, 10, 9,  10, -1.4, 5.0,   1.4,    0.11, 0.35, 10
2016, 12, 10, 9,  20, -1.2, 5.0,   1.1,    0.11, 0.35, 10
2016, 12, 10, 9,  30, -1.1, 5.0,   1.0,    0.11, 0.35, 10
2016, 12, 10, 9,  40, -1.2, 5.0,   0.5,    0.11, 0.35, 10
2016, 12, 10, 9,  50, -1.1, 5.0,   0.1,    0.11, 0.35, 10
2016, 12, 10, 10, 00, -0.9, 5.2,   0.1,    0.20, 0.35, 10
2016, 12, 10, 10, 10, -0.9, 5.2,   0.9,    0.20, 0.35, 10
2016, 12, 10, 10, 20, -0.8, 5.2,   1.3,    0.20, 0.35, 10
2016, 12, 10, 10, 30, -0.9, 5.2,   0.9,    0.20, 0.35, 10
2016, 12, 10, 10, 40, -0.8, 5.2,   1.7,    0.20, 0.35, 10
2016, 12, 10, 10, 50, -0.7, 5.2,   1.5,    0.20, 0.35, 10
2016, 12, 10, 11, 00, -0.6, 5.3,   1.9,    0.29, 0.35, 9.5
2016, 12, 10, 11, 10, -0.5, 5.3,   3.1,    0.29, 0.35, 9.5
2016, 12, 10, 11, 20, -0.3, 5.3,   3.3,    0.29, 0.35, 9.5
2016, 12, 10, 11, 30, -0.2, 5.3,   2.4,    0.29, 0.35, 9.5
2016, 12, 10, 11, 40,  0.0, 5.3,   2.1,    0.29, 0.35, 9.5
2016, 12, 10, 11, 50,  0.1, 5.3,   2.2,    0.29, 0.35, 9.5
2016, 12, 10, 12, 00,  0.2, 5.5,   1.2,    0.50, 0.35, 9.5
2016, 12, 10, 12, 10,  0.4, 5.5,   1.6,    0.50, 0.35, 9.5
2016, 12, 10, 12, 20,  0.5, 5.5,   1.9,    0.50, 0.35, 9.5
2016, 12, 10, 12, 30,  0.5, 5.5,   1.2,    0.50, 0.35, 9.5
2016, 12, 10, 12, 40,  0.6, 5.5,   3.3,    0.50, 0.35, 9.5
2016, 12, 10, 12, 50,  0.6, 5.5,   2.2,    0.50, 0.35, 9.5
2016, 12, 10, 13, 00,  0.7, 5.7,   2.6,    0.34, 0.35, 9.5
2016, 12, 10, 13, 10,  0.7, 5.7,   2.0,    0.34, 0.35, 9.5
2016, 12, 10, 13, 20,  0.7, 5.7,   3.0,    0.34, 0.35, 9.5
2016, 12, 10, 13, 30,  0.8, 5.7,   3.3,    0.34, 0.35, 9.5
2016, 12, 10, 13, 40,  0.9, 5.7,   2.8,    0.34, 0.35, 9.5
2016, 12, 10, 13, 50,  1.0, 5.7,   2.8,    0.34, 0.35, 9.5
2016, 12, 10, 14, 00,  1.1, 5.8,   3.1,    0.16, 0.35, 10
2016, 12, 10, 14, 10,  1.2, 5.8,   2.6,    0.16, 0.35, 10
2016, 12, 10, 14, 20,  1.3, 5.8,   3.3,    0.16, 0.35, 10
2016, 12, 10, 14, 30,  1.1, 5.8,   3.6,    0.16, 0.35, 10
2016, 12, 10, 14, 40,  1.0, 5.8,   3.4,    0.16, 0.35, 10
2016, 12, 10, 14, 50,  0.9, 5.8,   3.2,    0.16, 0.35, 10
2016, 12, 10, 15, 00,  0.9, 5.9,   3.4,    0.12, 0.35, 10
2016, 12, 10, 15, 10,  0.9, 5.9,   3.1,    0.12, 0.35, 10
2016, 12, 10, 15, 20,  1.2, 5.9,   3.2,    0.12, 0.35, 10
2016, 12, 10, 15, 30,  1.4, 5.9,   3.4,    0.12, 0.35, 10
2016, 12, 10, 15, 40,  1.5, 5.9,   2.8,    0.12, 0.35, 10
2016, 12, 10, 15, 50,  1.6, 5.9,   3.4,    0.12, 0.35, 10
2016, 12, 10, 16, 00,  1.5, 5.9,   3.4,    0.03, 0.35, 10
2016, 12, 10, 16, 10,  1.4, 5.9,   3.0,    0.03, 0.35, 10
2016, 12, 10, 16, 20,  1.4, 5.9,   2.4,    0.03, 0.35, 10
2016, 12, 10, 16, 30,  1.3, 5.9,   2.6,    0.03, 0.35, 10
2016, 12, 10, 16, 40,  1.3, 5.9,   2.3,    0.03, 0.00, 10
2016, 12, 10, 16, 50,  1.3, 5.9,   2.8,    0.03, 0.00, 10
2016, 12, 10, 17, 00,  1.3, 6.0,   3.0,    0.00, 0.00, 10
2016, 12, 10, 17, 10,  1.1, 6.0,   2.9,    0.00, 0.00, 10
2016, 12, 10, 17, 20,  1.1, 6.0,   3.2,    0.00, 0.00, 10
2016, 12, 10, 17, 30,  1.1, 6.0,   2.6,    0.00, 0.00, 10
2016, 12, 10, 17, 40,  1.2, 6.0,   3.5,    0.00, 0.00, 10
2016, 12, 10, 17, 50,  1.2, 6.0,   2.5,    0.00, 0.00, 10
2016, 12, 10, 18, 00,  1.3, 5.8,   1.9,    0.00, 0.00, 10
2016, 12, 10, 18, 10,  1.4, 5.8,   3.2,    0.00, 0.00, 10
2016, 12, 10, 18, 20,  1.6, 5.8,   3.3,    0.00, 0.00, 10
2016, 12, 10, 18, 30,  1.7, 5.8,   4.3,    0.00, 0.00, 10
2016, 12, 10, 18, 40,  1.9, 5.8,   4.2,    0.00, 0.00, 10
2016, 12, 10, 18, 50,  2.0, 5.8,   4.6,    0.00, 0.35, 10
2016, 12, 10, 19, 00,  2.0, 5.5,   4.0,    0.00, 0.35, 10
2016, 12, 10, 19, 10,  1.9, 5.5,   4.9,    0.00, 0.00, 10
2016, 12, 10, 19, 20,  1.7, 5.5,   6.5,    0.00, 0.35, 10
2016, 12, 10, 19, 30,  1.7, 5.5,   4.9,    0.00, 0.35, 10
2016, 12, 10, 19, 40,  1.7, 5.5,   3.8,    0.00, 0.00, 10
2016, 12, 10, 19, 50,  1.6, 5.5,   5.1,    0.00, 0.35, 10
2016, 12, 10, 20, 00,  1.6, 5.5,   4.5,    0.00, 0.35, 10
2016, 12, 10, 20, 10,  1.5, 5.5,   3.5,    0.00, 0.35, 10
2016, 12, 10, 20, 20,  1.5, 5.5,   1.9,    0.00, 0.35, 10
2016, 12, 10, 20, 30,  1.4, 5.5,   1.9,    0.00, 0.35, 10
2016, 12, 10, 20, 40,  1.6, 5.5,   2.8,    0.00, 0.35, 10
2016, 12, 10, 20, 50,  1.5, 5.5,   2.6,    0.00, 0.35, 10
2016, 12, 10, 21, 00,  1.3, 5.6,   2.4,    0.00, 0.35, 10
2016, 12, 10, 21, 10,  1.1, 5.6,   2.9,    0.00, 0.35, 10
2016, 12, 10, 21, 20,  0.9, 5.6,   3.4,    0.00, 0.35, 10
2016, 12, 10, 21, 30,  0.8, 5.6,   3.0,    0.00, 0.35, 10
2016, 12, 10, 21, 40,  0.4, 5.6,   2.0,    0.00, 0.00, 10
2016, 12, 10, 21, 50,  0.4, 5.6,   0.8,    0.00, 0.00, 10
2016, 12, 10, 22, 00,  0.2, 5.7,   1.2,    0.00, 0.00, 10
2016, 12, 10, 22, 10, -0.2, 5.7,   1.7,    0.00, 0.35, 10
2016, 12, 10, 22, 20, -0.4, 5.7,   1.8,    0.00, 0.35, 10
2016, 12, 10, 22, 30, -0.5, 5.7,   0.6,    0.00, 0.35, 10
2016, 12, 10, 22, 40, -0.5, 5.7,   1.7,    0.00, 0.35, 10
2016, 12, 10, 22, 50, -0.6, 5.7,   1.7,    0.00, 0.35, 10
2016, 12, 10, 23, 00, -0.6, 5.4,   1.5,    0.00, 0.35, 10
2016, 12, 10, 23, 10, -0.7, 5.4,   0.9,    0.00, 0.35, 10
2016, 12, 10, 23, 20, -0.8, 5.4,   1.2,    0.00, 0.35, 10
2016, 12, 10, 23, 30, -0.7, 5.4,   1.1,    0.00, 0.35, 10
2016, 12, 10, 23, 40, -0.6, 5.4,   1.6,    0.00, 0.35, 10
2016, 12, 10, 23, 50, -0.4, 5.4,   1.7,    0.00, 0.35, 10
2016, 12, 11, 0,  00, -0.4, 5.6,   2.6,    0.00, 0.35, 10
2016, 12, 11, 0,  10, -5.0, 5.6,   4.1,    0.00, 0.10, 10
2016, 12, 11, 0,  20, -4.9, 5.6,   4.1,    0.00, 0.00, 10
2016, 12, 11, 0,  30, -4.9, 5.6,   3.7,    0.00, 0.10, 10
2016, 12, 11, 0,  40, -5.2, 5.6,   4.5,    0.00, 0.10, 10
2016, 12, 11, 0,  50, -5.1, 5.6,   4.8,    0.00, 0.10, 10
2016, 12, 11, 1,  00, -5.0, 3.3,   5.3,    0.00, 0.10, 10
2016, 12, 11, 1,  10, -4.9, 3.3,   5.1,    0.00, 0.10, 10
2016, 12, 11, 1,  20, -4.7, 3.3,   4.5,    0.00, 0.10, 10
2016, 12, 11, 1,  30, -4.4, 3.3,   5.1,    0.00, 0.10, 10
2016, 12, 11, 1,  40, -4.8, 3.3,   4.3,    0.00, 0.10, 10
2016, 12, 11, 1,  50, -4.6, 3.3,   4.1,    0.00, 0.10, 10
2016, 12, 11, 2,  00, -4.5, 3.0,   4.2,    0.00, 0.10, 10
2016, 12, 11, 2,  10, -5.0, 3.0,   5.6,    0.00, 0.10, 10
2016, 12, 11, 2,  20, -5.1, 3.0,   4.4,    0.00, 0.10, 10
2016, 12, 11, 2,  30, -5.3, 3.0,   2.5,    0.00, 0.10, 10
2016, 12, 11, 2,  40, -5.2, 3.0,   3.8,    0.00, 0.10, 10
2016, 12, 11, 2,  50, -5.2, 3.0,   4.6,    0.00, 0.10, 10
2016, 12, 11, 3,  00, -5.4, 3.6,   3.2,    0.00, 0.10, 10
2016, 12, 11, 3,  10, -5.4, 3.6,   2.5,    0.00, 0.10, 10
2016, 12, 11, 3,  20, -5.0, 3.6,   3.6,    0.00, 0.10, 10
2016, 12, 11, 3,  30, -5.0, 3.6,   4.9,    0.00, 0.10, 10
2016, 12, 11, 3,  40, -5.0, 3.6,   4.0,    0.00, 0.10, 10
2016, 12, 11, 3,  50, -4.8, 3.6,   3.6,    0.00, 0.10, 10
2016, 12, 11, 4,  00, -5.0, 3.4,   3.4,    0.00, 0.10, 9
2016, 12, 11, 4,  10, -4.8, 3.4,   4.4,    0.00, 0.10, 9
2016, 12, 11, 4,  20, -4.4, 3.4,   5.7,    0.00, 0.10, 9
2016, 12, 11, 4,  30, -4.5, 3.4,   4.2,    0.00, 0.10, 9
2016, 12, 11, 4,  40, -4.4, 3.4,   3.8,    0.00, 0.10, 9
2016, 12, 11, 4,  50, -4.2, 3.4,   4.1,    0.00, 0.10, 9
2016, 12, 11, 5,  00, -4.1, 3.0,   3.6,    0.00, 0.10, 9
2016, 12, 11, 5,  10, -3.8, 3.0,   4.1,    0.00, 0.10, 9
2016, 12, 11, 5,  20, -3.8, 3.0,   3.3,    0.00, 0.00, 9
2016, 12, 11, 5,  30, -3.9, 3.0,   4.6,    0.00, 0.10, 9
2016, 12, 11, 5,  40, -4.0, 3.0,   6.1,    0.00, 0.00, 9
2016, 12, 11, 5,  50, -3.6, 3.0,   5.8,    0.00, 0.10, 9
2016, 12, 11, 6,  00, -3.7, 2.4,   6.7,    0.00, 0.00, 8
2016, 12, 11, 6,  10, -4.0, 2.4,   8.1,    0.00, 0.10, 8
2016, 12, 11, 6,  20, -4.9, 2.4,   6.5,    0.00, 0.10, 8
2016, 12, 11, 6,  30, -5.0, 2.4,   4.3,    0.00, 0.10, 8
2016, 12, 11, 6,  40, -4.7, 2.4,   4.9,    0.00, 0.00, 8
2016, 12, 11, 6,  50, -4.5, 2.4,   6.5,    0.00, 0.00, 8
2016, 12, 11, 7,  00, -4.5, 3.0,   6.8,    0.00, 0.10, 9
2016, 12, 11, 7,  10, -4.7, 3.0,   3.0,    0.00, 0.10, 9
2016, 12, 11, 7,  20, -4.4, 3.0,   3.7,    0.00, 0.10, 9
2016, 12, 11, 7,  30, -4.3, 3.0,   5.2,    0.00, 0.10, 9
2016, 12, 11, 7,  40, -4.6, 3.0,   6.6,    0.00, 0.10, 9
2016, 12, 11, 7,  50, -4.8, 3.0,   5.1,    0.00, 0.10, 9
2016, 12, 11, 8,  00, -4.8, 3.6,   4.3,    0.04, 0.10, 9
2016, 12, 11, 8,  10, -4.9, 3.6,   3.6,    0.04, 0.10, 9
2016, 12, 11, 8,  20, -4.6, 3.6,   3.5,    0.04, 0.10, 9
2016, 12, 11, 8,  30, -4.6, 3.6,   4.5,    0.04, 0.10, 9
2016, 12, 11, 8,  40, -4.3, 3.6,   6.7,    0.04, 0.10, 9
2016, 12, 11, 8,  50, -4.6, 3.6,   5.0,    0.04, 0.10, 9
2016, 12, 11, 9,  00, -4.9, 3.1,   5.4,    0.20, 0.10, 9.5
2016, 12, 11, 9,  10, -4.7, 3.1,   6.4,    0.20, 0.10, 9.5
2016, 12, 11, 9,  20, -4.1, 3.1,   4.8,    0.20, 0.10, 9.5
2016, 12, 11, 9,  30, -4.1, 3.1,   5.7,    0.20, 0.10, 9.5
2016, 12, 11, 9,  40, -4.0, 3.1,   7.2,    0.20, 0.00, 9.5
2016, 12, 11, 9,  50, -3.9, 3.1,   7.5,    0.20, 0.10, 9.5
2016, 12, 11, 10, 00, -3.7, 2.9,   5.2,    0.87, 0.00, 9.5
2016, 12, 11, 10, 10, -4.1, 2.9,   5.3,    0.87, 0.10, 9.5
2016, 12, 11, 10, 20, -3.8, 2.9,   5.1,    0.87, 0.10, 9.5
2016, 12, 11, 10, 30, -3.0, 2.9,   8.5,    0.87, 0.10, 9.5
2016, 12, 11, 10, 40, -3.3, 2.9,   8.3,    0.87, 0.00, 9.5
2016, 12, 11, 10, 50, -2.9, 2.9,   7.3,    0.87, 0.00, 9.5
2016, 12, 11, 11, 00, -2.8, 2.3,   9.0,    1.45, 0.10, 9.5
2016, 12, 11, 11, 10, -3.7, 2.3,   8.8,    1.45, 0.10, 9.5
2016, 12, 11, 11, 20, -4.9, 2.3,   8.1,    1.45, 0.10, 9.5
2016, 12, 11, 11, 30, -4.9, 2.3,   6.3,    1.45, 0.10, 9.5
2016, 12, 11, 11, 40, -4.8, 2.3,   6.1,    1.45, 0.10, 9.5
2016, 12, 11, 11, 50, -4.3, 2.3,   5.4,    1.45, 0.10, 9.5
2016, 12, 11, 12, 00, -3.8, 2.8,   6.1,    0.42, 0.10, 9.5
2016, 12, 11, 12, 10, -4.0, 2.8,   4.7,    0.42, 0.10, 9.5
2016, 12, 11, 12, 20, -4.2, 2.8,   7.5,    0.42, 0.10, 9.5
2016, 12, 11, 12, 30, -4.4, 2.8,   4.9,    0.42, 0.10, 9.5
2016, 12, 11, 12, 40, -4.4, 2.8,   4.5,    0.42, 0.10, 9.5
2016, 12, 11, 12, 50, -4.0, 2.8,   3.4,    0.42, 0.10, 9.5
2016, 12, 11, 13, 00, -3.7, 2.7,   7.2,    0.66, 0.00, 9.5
2016, 12, 11, 13, 10, -4.8, 2.7,   8.7,    0.66, 0.10, 9.5
2016, 12, 11, 13, 20, -4.5, 2.7,   6.9,    0.66, 0.10, 9.5
2016, 12, 11, 13, 30, -4.3, 2.7,   6.5,    0.66, 0.00, 9.5
2016, 12, 11, 13, 40, -4.1, 2.7,   5.9,    0.66, 0.10, 9.5
2016, 12, 11, 13, 50, -4.1, 2.7,   6.7,    0.66, 0.10, 9.5
2016, 12, 11, 14, 00, -4.3, 2.8,   7.5,    0.47, 0.00, 9.5
2016, 12, 11, 14, 10, -4.8, 2.8,   8.3,    0.47, 0.10, 9.5
2016, 12, 11, 14, 20, -4.9, 2.8,   8.4,    0.47, 0.10, 9.5
2016, 12, 11, 14, 30, -5.2, 2.8,   8.1,    0.47, 0.10, 9.5
2016, 12, 11, 14, 40, -4.8, 2.8,   4.9,    0.47, 0.10, 9.5
2016, 12, 11, 14, 50, -5.3, 2.8,   7.7,    0.47, 0.10, 9.5
2016, 12, 11, 15, 00, -5.2, 3.4,   6.2,    0.24, 0.10, 9
2016, 12, 11, 15, 10, -5.2, 3.4,   7.6,    0.24, 0.10, 9
2016, 12, 11, 15, 20, -5.4, 3.4,   6.9,    0.24, 0.10, 9
2016, 12, 11, 15, 30, -5.7, 3.4,   7.4,    0.24, 0.10, 9
2016, 12, 11, 15, 40, -5.7, 3.4,   7.4,    0.24, 0.10, 9
2016, 12, 11, 15, 50, -5.4, 3.4,   5.8,    0.24, 0.10, 9
2016, 12, 11, 16, 00, -5.3, 3.5,   7.1,    0.03, 0.10, 9
2016, 12, 11, 16, 10, -5.3, 3.5,   6.1,    0.03, 0.10, 9
2016, 12, 11, 16, 20, -5.2, 3.5,   6.2,    0.03, 0.10, 9
2016, 12, 11, 16, 30, -4.8, 3.5,   6.9,    0.03, 0.10, 9
2016, 12, 11, 16, 40, -4.6, 3.5,   6.7,    0.03, 0.10, 9
2016, 12, 11, 16, 50, -5.1, 3.5,   8.2,    0.03, 0.10, 9
2016, 12, 11, 17, 00, -4.9, 3.0,   6.3,    0.00, 0.10, 10
2016, 12, 11, 17, 10, -4.6, 3.0,   5.9,    0.00, 0.10, 10
2016, 12, 11, 17, 20, -4.7, 3.0,   8.2,    0.00, 0.10, 10
2016, 12, 11, 17, 30, -4.8, 3.0,   6.9,    0.00, 0.10, 10
2016, 12, 11, 17, 40, -5.2, 3.0,   8.5,    0.00, 0.10, 10
2016, 12, 11, 17, 50, -5.2, 3.0,   6.5,    0.00, 0.10, 10
2016, 12, 11, 18, 00, -5.4, 3.0,   8.6,    0.00, 0.10, 10
2016, 12, 11, 18, 10, -5.5, 3.0,   4.8,    0.00, 0.10, 10
2016, 12, 11, 18, 20, -5.2, 3.0,   4.6,    0.00, 0.00, 10
2016, 12, 11, 18, 30, -5.1, 3.0,   6.9,    0.00, 0.10, 10
2016, 12, 11, 18, 40, -5.4, 3.0,   7.0,    0.00, 0.10, 10
2016, 12, 11, 18, 50, -5.2, 3.0,   5.6,    0.00, 0.10, 10
2016, 12, 11, 19, 00, -5.2, 2.9,   5.9,    0.00, 0.10, 10
2016, 12, 11, 19, 10, -5.0, 2.9,   4.3,    0.00, 0.00, 10
2016, 12, 11, 19, 20, -4.9, 2.9,   6.7,    0.00, 0.00, 10
2016, 12, 11, 19, 30, -5.1, 2.9,   6.2,    0.00, 0.00, 10
2016, 12, 11, 19, 40, -5.1, 2.9,   6.5,    0.00, 0.00, 10
2016, 12, 11, 19, 50, -4.7, 2.9,   7.5,    0.00, 0.00, 10
2016, 12, 11, 20, 00, -4.6, 2.4,   5.6,    0.00, 0.10, 10
2016, 12, 11, 20, 10, -4.5, 2.4,   6.3,    0.00, 0.10, 10
2016, 12, 11, 20, 20, -4.5, 2.4,   4.4,    0.00, 0.00, 10
2016, 12, 11, 20, 30, -4.4, 2.4,   5.0,    0.00, 0.00, 10
2016, 12, 11, 20, 40, -4.4, 2.4,   4.0,    0.00, 0.00, 10
2016, 12, 11, 20, 50, -4.7, 2.4,   4.7,    0.00, 0.10, 10
2016, 12, 11, 21, 00, -4.6, 3.0,   4.6,    0.00, 0.10, 10
2016, 12, 11, 21, 10, -4.7, 3.0,   4.4,    0.00, 0.10, 10
2016, 12, 11, 21, 20, -4.8, 3.0,   3.7,    0.00, 0.10, 10
2016, 12, 11, 21, 30, -5.1, 3.0,   5.6,    0.00, 0.10, 10
2016, 12, 11, 21, 40, -5.1, 3.0,   4.8,    0.00, 0.10, 10
2016, 12, 11, 21, 50, -5.0, 3.0,   4.2,    0.00, 0.10, 10
2016, 12, 11, 22, 00, -4.9, 3.6,   5.1,    0.00, 0.10, 10
2016, 12, 11, 22, 10, -4.8, 3.6,   3.5,    0.00, 0.10, 10
2016, 12, 11, 22, 20, -4.7, 3.6,   3.3,    0.00, 0.10, 10
2016, 12, 11, 22, 30, -4.7, 3.6,   4.2,    0.00, 0.10, 10
2016, 12, 11, 22, 40, -4.6, 3.6,   4.4,    0.00, 0.10, 10
2016, 12, 11, 22, 50, -4.7, 3.6,   4.2,    0.00, 0.10, 10
2016, 12, 11, 23, 00, -4.9, 3.7,   3.9,    0.00, 0.10, 10
2016, 12, 11, 23, 10, -5.0, 3.7,   3.2,    0.00, 0.10, 10
2016, 12, 11, 23, 20, -5.0, 3.7,   3.0,    0.00, 0.10, 10
2016, 12, 11, 23, 30, -4.8, 3.7,   4.6,    0.00, 0.10, 10
2016, 12, 11, 23, 40, -4.8, 3.7,   4.2,    0.00, 0.10, 10
2016, 12, 11, 23, 50, -4.9, 3.7,   4.7,    0.00, 0.10, 10
2016, 12, 12, 0,  00, -5.0, 3.4,   5.9,    0.00, 0.10, 10
2016, 12, 12, 0,  10, -5.0, 3.4,   5.1,    0.00, 0.07, 9.5
2016, 12, 12, 0,  20, -4.7, 3.4,   5.4,    0.00, 0.07, 9.5
2016, 12, 12, 0,  30, -4.7, 3.4,   6.0,    0.00, 0.07, 9.5
2016, 12, 12, 0,  40, -4.6, 3.4,   5.4,    0.00, 0.07, 9.5
2016, 12, 12, 0,  50, -4.5, 3.4,   8.4,    0.00, 0.07, 9.5
2016, 12, 12, 1,  00, -4.8, 3.6,   5.1,    0.00, 0.07, 9.5
2016, 12, 12, 1,  10, -4.6, 3.6,   4.5,    0.00, 0.07, 9.5
2016, 12, 12, 1,  20, -4.1, 3.6,   4.4,    0.00, 0.07, 9.5
2016, 12, 12, 1,  30, -3.9, 3.6,   4.0,    0.00, 0.07, 9.5
2016, 12, 12, 1,  40, -3.5, 3.6,   5.0,    0.00, 0.00, 9.5
2016, 12, 12, 1,  50, -4.8, 3.6,   2.3,    0.00, 0.00, 9.5
2016, 12, 12, 2,  00, -4.9, 3.3,   1.0,    0.00, 0.00, 9.5
2016, 12, 12, 2,  10, -4.9, 3.3,   1.8,    0.00, 0.00, 9.5
2016, 12, 12, 2,  20, -4.1, 3.3,   3.7,    0.00, 0.07, 9.5
2016, 12, 12, 2,  30, -3.6, 3.3,   3.2,    0.00, 0.07, 9.5
2016, 12, 12, 2,  40, -3.5, 3.3,   3.0,    0.00, 0.07, 9.5
2016, 12, 12, 2,  50, -3.9, 3.3,   2.1,    0.00, 0.00, 9.5
2016, 12, 12, 3,  00, -4.1, 3.3,   2.0,    0.00, 0.00, 9.5
2016, 12, 12, 3,  10, -4.5, 3.3,   1.5,    0.00, 0.00, 9.5
2016, 12, 12, 3,  20, -4.8, 3.3,   2.0,    0.00, 0.07, 9.5
2016, 12, 12, 3,  30, -5.0, 3.3,   1.9,    0.00, 0.00, 9.5
2016, 12, 12, 3,  40, -5.1, 3.3,   1.9,    0.00, 0.00, 9.5
2016, 12, 12, 3,  50, -5.1, 3.3,   1.9,    0.00, 0.07, 9.5
2016, 12, 12, 4,  00, -5.4, 3.4,   2.5,    0.00, 0.07, 9.5
2016, 12, 12, 4,  10, -5.6, 3.4,   1.6,    0.00, 0.07, 9.5
2016, 12, 12, 4,  20, -5.5, 3.4,   1.9,    0.00, 0.07, 9.5
2016, 12, 12, 4,  30, -5.4, 3.4,   2.4,    0.00, 0.07, 9.5
2016, 12, 12, 4,  40, -5.4, 3.4,   1.3,    0.00, 0.07, 9.5
2016, 12, 12, 4,  50, -5.3, 3.4,   1.2,    0.00, 0.07, 9.5
2016, 12, 12, 5,  00, -5.3, 3.5,   1.1,    0.00, 0.07, 10
2016, 12, 12, 5,  10, -5.2, 3.5,   1.8,    0.00, 0.00, 10
