date, temperature, precipitation, snow accumulate, switch
----- day 1 -----
2017-01-28 10:20:00, -4.8, 0.0, 0.0, off
2017-01-28 10:30:00, -4.9, 0.0, 0.0, off
2017-01-28 10:40:00, -4.9, 0.004, 0.0255197605974, off
2017-01-28 10:50:00, -5.0, 0.004, 0.060140194567, off
2017-01-28 11:00:00, -4.9, 0.004, 0.0981475976859, on
2017-01-28 11:10:00, -4.8, 0.004, 0.0302903385415, on
2017-01-28 11:20:00, -4.6, 0.004, 0.0, off
2017-01-28 11:30:00, -4.6, 0.004, 0.0, off
2017-01-28 11:40:00, -4.4, 0.004, 0.0195606984345, off
2017-01-28 11:50:00, -4.6, 0.004, 0.0522473166369, off
2017-01-28 12:00:00, -4.5, 0.004, 0.0895815881979, on
2017-01-28 12:10:00, -4.3, 0.004, 0.0212910961693, on
2017-01-28 12:20:00, -4.3, 0.004, 0.0, off
2017-01-28 12:30:00, -4.0, 0.004, 0.0, off
2017-01-28 12:40:00, -4.1, 0.004, 0.0192349119358, off
2017-01-28 12:50:00, -4.0, 0.004, 0.0517242176439, off
2017-01-28 13:00:00, -4.1, 0.004, 0.0891496520741, on
2017-01-28 13:10:00, -4.2, 0.004, 0.0210022489523, on
2017-01-28 13:20:00, -4.2, 0.004, 0.0, off
2017-01-28 13:30:00, -4.2, 0.004, 0.0, off
2017-01-28 13:40:00, -4.2, 0.004, 0.0192909699477, off
2017-01-28 13:50:00, -4.2, 0.004, 0.0516497118843, off
2017-01-28 14:00:00, -4.2, 0.004, 0.0892376140309, on
2017-01-28 14:10:00, -4.3, 0.004, 0.020980150545, on
2017-01-28 14:20:00, -4.3, 0.004, 0.0, off
2017-01-28 14:30:00, -4.2, 0.004, 0.0, off
2017-01-28 14:40:00, -4.5, 0.004, 0.0198770080155, off
2017-01-28 14:50:00, -4.4, 0.004, 0.0525098427364, off
2017-01-28 15:00:00, -4.4, 0.004, 0.0897698496723, on
2017-01-28 15:10:00, -4.5, 0.004, 0.0214180884024, on
2017-01-28 15:20:00, -4.4, 0.004, 0.0, off
2017-01-28 15:30:00, -4.4, 0.004, 0.0, off
2017-01-28 15:40:00, -4.4, 0.004, 0.0199100540016, off
2017-01-28 15:50:00, -4.5, 0.004, 0.0528312821279, off
2017-01-28 16:00:00, -4.6, 0.004, 0.090195368864, on
2017-01-28 16:10:00, -4.7, 0.004, 0.0221764397748, on
2017-01-28 16:20:00, -4.6, 0.004, 0.0, off
2017-01-28 16:30:00, -4.6, 0.004, 0.0, off
2017-01-28 16:40:00, -4.6, 0.004, 0.0201797732589, off
2017-01-28 16:50:00, -4.6, 0.004, 0.0534978340577, off
2017-01-28 17:00:00, -4.6, 0.004, 0.0912761110344, on
2017-01-28 17:10:00, -4.6, 0.004, 0.0235580070856, on
2017-01-28 17:20:00, -4.7, 0.004, 0.0, off
2017-01-28 17:30:00, -4.5, 0.004, 0.0, off
2017-01-28 17:40:00, -4.5, 0.004, 0.0206365143103, off
2017-01-28 17:50:00, -4.4, 0.004, 0.0542029444039, off
2017-01-28 18:00:00, -4.5, 0.004, 0.0922041656216, on
2017-01-28 18:10:00, -4.5, 0.004, 0.0246121346086, on
2017-01-28 18:20:00, -4.5, 0.004, 0.0, off
