date, select, act, reward, temp,	pre[mm/min], on time[min], road temp, snow[kg/m^2]
2016-12-09 08:13:00, n, 0,    0.3,  -1.8,	0.000,  0.00, 70, +0.00 -> 0.000
2016-12-09 08:16:00, n, 0,    0.3,  -1.8,	0.000,  0.00, 68, +0.00 -> 0.000
2016-12-09 08:19:00, n, 0,    0.3,  -1.8,	0.000,  0.00, 66, +0.00 -> 0.000
2016-12-09 08:22:00, n, 0,    0.3,  -1.8,	0.000,  0.00, 65, +0.00 -> 0.000
2016-12-09 08:25:00, n, 0,    0.3,  -1.8,	0.000,  0.00, 64, +0.00 -> 0.000
2016-12-09 08:28:00, n, 1,   -0.3,  -1.8,	0.000,  3.00, 62, +0.00 -> 0.000
2016-12-09 08:31:00, n, 0,    0.3,  -1.7,	0.000,  0.00, 70, +0.00 -> 0.000
2016-12-09 08:34:00, n, 0,    0.3,  -1.7,	0.000,  0.00, 68, +0.00 -> 0.000
2016-12-09 08:37:00, n, 0,    0.3,  -1.7,	0.000,  0.00, 67, +0.00 -> 0.000
2016-12-09 08:40:00, n, 0,    0.3,  -1.6,	0.000,  0.00, 65, +0.00 -> 0.000
2016-12-09 08:43:00, n, 0,    0.3,  -1.6,	0.000,  0.00, 64, +0.00 -> 0.000
2016-12-09 08:46:00, n, 1,   -0.3,  -1.6,	0.000,  3.00, 63, +0.00 -> 0.000
2016-12-09 08:49:00, n, 0,    0.3,  -1.6,	0.000,  0.00, 70, +0.00 -> 0.000
2016-12-09 08:52:00, n, 0,    0.3,  -1.4,	0.000,  0.00, 68, +0.00 -> 0.000
2016-12-09 08:55:00, n, 0,    0.3,  -1.4,	0.000,  0.00, 67, +0.00 -> 0.000
2016-12-09 08:58:00, n, 0,    0.3,  -1.4,	0.000,  0.00, 65, +0.00 -> 0.000
2016-12-09 09:01:00, n, 0,    0.3,  -1.4,	0.002,  0.00, 55, +0.01 -> 0.000
2016-12-09 09:04:00, n, 1,   -0.3,  -1.4,	0.002,  3.00, 58, +0.01 -> 0.000
2016-12-09 09:07:00, n, 0,    0.3,  -1.4,	0.002,  0.00, 49, +0.01 -> 0.000
2016-12-09 09:10:00, n, 0,    0.3,  -1.4,	0.007,  0.00, 40, +0.02 -> 0.000
2016-12-09 09:13:00, n, 0,    0.3,  -1.4,	0.007,  0.00, 33, +0.02 -> 0.000
2016-12-09 09:16:00, n, 0,    0.3,  -1.4,	0.007,  0.00, 27, +0.02 -> 0.000
2016-12-09 09:19:00, n, 0,    0.3,  -1.4,	0.007,  0.00, 23, +0.02 -> 0.000
2016-12-09 09:22:00, n, 1,   -0.3,  -1.2,	0.012,  3.00, 31, +0.04 -> 0.002
2016-12-09 09:25:00, n, 0,    0.3,  -1.2,	0.012,  0.00, 26, +0.04 -> 0.000
2016-12-09 09:28:00, n, 0,    0.3,  -1.2,	0.012,  0.00, 21, +0.04 -> 0.000
2016-12-09 09:31:00, n, 0,    0.3,  -1.1,	0.012,  0.00, 18, +0.04 -> 0.004
2016-12-09 09:34:00, n, 0,    0.3,  -1.1,	0.012,  0.00, 14, +0.04 -> 0.014
2016-12-09 09:37:00, n, 0,    0.3,  -1.1,	0.012,  0.00, 12, +0.04 -> 0.028
2016-12-09 09:40:00, n, 1,   -0.3,  -1.2,	0.012,  3.00, 21, +0.04 -> 0.046
2016-12-09 09:43:00, n, 0,    0.3,  -1.2,	0.012,  0.00, 17, +0.04 -> 0.051
2016-12-09 09:46:00, n, 0,    0.3,  -1.2,	0.012,  0.00, 14, +0.04 -> 0.061
2016-12-09 09:49:00, n, 0,    0.3,  -1.2,	0.012,  0.00, 12, +0.04 -> 0.076
2016-12-09 09:52:00, r, 0,    0.3,  -1.1,	0.012,  0.00,  9, +0.04 -> 0.094
2016-12-09 09:55:00, n, 0,    0.3,  -1.1,	0.012,  0.00,  8, +0.04 -> 0.116
2016-12-09 09:58:00, n, 0,    0.3,  -1.1,	0.012,  0.00,  6, +0.04 -> 0.140
2016-12-09 10:01:00, n, 0,    0.3,  -0.9,	0.012,  0.00,  5, +0.04 -> 0.166
2016-12-09 10:04:00, n, 0,    0.3,  -0.9,	0.012,  0.00,  4, +0.04 -> 0.194
2016-12-09 10:07:00, n, 0,      0,  -0.9,	0.012,  0.00,  3, +0.04 -> 0.223
2016-12-09 10:10:00, n, 1,   -0.3,  -0.9,	0.012,  3.00, 12, +0.04 -> 0.253
2016-12-09 10:13:00, n, 1,   -0.3,  -0.9,	0.012,  6.00, 21, +0.04 -> 0.270
2016-12-09 10:16:00, n, 1,   -0.3,  -0.9,	0.012,  9.00, 30, +0.04 -> 0.274
